PERMNO,date,TICKER,PRC,SHROUT,Market Cap
13447,20161107,NOW,85.09,164500,13997305
13584,20161107,SUN,26.86,95340,2560832.4
13586,20161107,PNR,55.49,181740,10084752.6
13641,20161107,FANG,93.96,78066,7335081.36
13688,20161107,PCG,61.09,504013,30790154.17
13721,20161107,ABBV,58.91,1628542,95937409.22
13760,20161107,NCLH,37.83,227180,8594219.4
13788,20161107,ZTS,49.98,495044,24742299.12
13856,20161107,PEP,106.96,1434183,153400213.7
13901,20161107,MO,65.27,1950271,127294188.2
13911,20161107,Q,74.59,246182,18362715.38
13928,20161107,COP,43.92,1238505,54395139.6
13936,20161107,PVH,107.7,80229,8640663.3
13949,20161107,CDW,45.28,160507,7267756.96
13963,20161107,NWSA,12.22,381715,4664557.3
13964,20161107,NWS,12.5,199630,2495375
13983,20161107,COTY,22.21,746323,16575833.83
14008,20161107,AMGN,139.21001,743922,103561389.1
14011,20161107,MNK,56.91,107713,6129946.83
14040,20161107,S,6.18,3979270,24591888.6
14213,20161107,MMI,23.99,37608,902215.92
14277,20161107,SLB,79.75,1391308,110956813
14295,20161107,TWTR,18.41,707727,13029254.07
14297,20161107,ALLE,65.42,95898,6273647.16
14338,20161107,HLT,22.91,989783,22675928.53
14541,20161107,CVX,106.85,1886520,201574662
14542,20161107,GOOG,782.52002,345091,270040616.2
14579,20161107,PAYC,44.61,59827,2668882.47
14593,20161107,AAPL,110.41,5332313,588740678.3
14601,20161107,NAVI,13.56,317033,4298967.48
14702,20161107,AMAT,29.33,1078000,31617740
14704,20161107,INFO,35.73,448090,16010255.7
14714,20161107,ANET,85.84,69679,5981245.36
14776,20161107,SYF,29.11,825466,24029315.26
14889,20161107,CFG,27.35,518148,14171347.8
14939,20161107,KEYS,33.26,169937,5652104.62
15069,20161107,MRO,14.15,847259,11988714.85
15202,20161107,VMC,118.4,133072,15755724.8
15331,20161107,IGT,28.48,201034,5725448.32
15378,20161107,LIFE,2.8,23719,66413.2
15408,20161107,KHC,86.03,1217270,104721738.1
15432,20161107,NVLS,5.16,15543,80201.88
15456,20161107,FL,67.25,133250,8961062.5
15488,20161107,PYPL,41.28,1206646,49810346.88
15579,20161107,TXN,69.01,999486,68974528.86
15707,20161107,HPE,23.11,1665537,38490560.07
15720,20161107,EIX,71.57,325800,23317506
15797,20161107,CSRA,26.34,165614,4362272.76
15980,20161107,UA,25.94,219454,5692636.76
16048,20161107,CCE,38.56,482552,18607205.12
16432,20161107,GT,28.08,261053,7330368.24
16600,20161107,HSY,101.6,151610,15403576
16678,20161107,KR,31.24,944173,29495964.52
17005,20161107,CVS,83.39,1066215,88911668.85
17144,20161107,GIS,61.83,591383,36565210.89
17478,20161107,SPGI,125.46,264000,33121440
17743,20161107,WRB,56.39,121685,6861817.15
17750,20161107,KMB,113.98,358155,40822506.9
17830,20161107,UTX,103.05,823406,84851988.3
18163,20161107,PG,86.56,2675993,231633954.1
18403,20161107,JCP,8.3,307730,2554159
18411,20161107,SO,50.62,978706,49542097.72
18542,20161107,CAT,83.75,584231,48929346.25
18729,20161107,CL,70.54,888843,62698985.22
19166,20161107,FMC,53.59,133809,7170824.31
19350,20161107,DE,89,314423,27983647
19393,20161107,BMY,52.62,1671230,87940122.6
19502,20161107,WBA,81.45,1083283,88233400.35
19561,20161107,BA,143.03,617166,88273252.98
20415,20161107,LUK,18.66,360392,6724914.72
20482,20161107,ABT,39.86,1469995,58594000.7
20626,20161107,DOW,53.65,1121381,60162090.65
21020,20161107,AAL,41.49,518125,21497006.25
21178,20161107,LMT,239.27,292977,70100606.79
21186,20161107,WRK,45.27,251495,11385178.65
21207,20161107,NEM,36.49,530750,19367067.5
21371,20161107,CAH,66,319953,21116898
21573,20161107,IP,44.47,411202,18286152.94
21776,20161107,EXC,33.42,923270,30855683.4
21792,20161107,CNP,23.62,430682,10172708.84
21936,20161107,PFE,30.38,6065652,184274507.8
22103,20161107,EMR,50.39,643537,32427829.43
22111,20161107,JNJ,116.66,2735877,319167410.8
22293,20161107,GLW,22.98,951225,21859150.5
22509,20161107,PPG,94.35,263995,24907928.25
22517,20161107,PPL,34.55,678094,23428147.7
22592,20161107,MMM,169.74001,601466,102092844.9
22752,20161107,MRK,60.05,2765208,166050740.4
22779,20161107,MSI,77.71,166726,12956277.46
23026,20161107,FE,34.41,425198,14631063.18
23085,20161107,SCG,72.24,142917,10324324.08
23229,20161107,CMS,41.71,279908,11674962.68
23393,20161107,CHD,44.43,257597,11445034.71
23473,20161107,CINF,69.05,164749,11375918.45
23536,20161107,WEC,58.58,315617,18488843.86
23579,20161107,TXT,40.75,270208,11010976
23660,20161107,CTAS,104.81,104936,10998342.16
23712,20161107,PEG,41.88,505896,21186924.48
23819,20161107,HAL,47.44,864452,41009602.88
23887,20161107,FTR,3.21,1173027,3765416.67
23931,20161107,XEL,41.15,507953,20902265.95
24010,20161107,ETR,71.51,179100,12807441
24053,20161107,WR,57.17,141739,8103218.63
24109,20161107,AEP,63.24,491709,31095677.16
24205,20161107,NEE,124.66,461996,57592421.36
24328,20161107,EQT,65.75,172758,11358838.5
24459,20161107,PBI,14.7,185590,2728173
24643,20161107,ARNC,17.34,584000,10126560
24766,20161107,NOC,230.06,176262,40550835.72
24942,20161107,RTN,135.91,293647,39909563.77
24985,20161107,AEE,50.81,242635,12328284.35
25081,20161107,CMA,52,172000,8944000
25232,20161107,OKE,48.08,210427,10117330.16
25320,20161107,CPB,53.85,307545,16561298.25
25419,20161107,WHR,154.92999,75108,11636481.69
25582,20161107,HRS,96.98,123576,11984400.48
25778,20161107,CA,31.51,417837,13166043.87
25785,20161107,F,11.58,3902863,45195153.54
25953,20161107,DOV,66.71,155347,10363198.37
26403,20161107,DIS,94.43,1607101,151758547.4
26607,20161107,BH,422.20001,2067,872687.4207
26710,20161107,L,41.83,336959,14094994.97
26825,20161107,K,74.95,350259,26251912.05
27043,20161107,VAR,91.07,93381,8504207.67
27422,20161107,CLF,6.06,230600,1397436
27633,20161107,R,71.44,53468,3819753.92
27828,20161107,HPQ,15.05,1710876,25748683.8
27887,20161107,BAX,47.62,543888,25899946.56
27959,20161107,DUK,79.13,689000,54520570
27983,20161107,XRX,9.31,1013777,9438263.87
27991,20161107,PNW,75.05,111175,8343683.75
28222,20161107,APD,137.08,216550,29684674
28345,20161107,MUR,26.77,172199,4609767.23
28388,20161107,VNO,89.33,188994,16882834.02
28484,20161107,HES,47.44,316674,15023014.56
28804,20161107,ALK,72.57,123266,8945413.62
29102,20161107,NBR,11.86,283378,3360863.08
30681,20161107,OMC,80.59,235881,19009649.79
30940,20161107,FLS,42.04,130452,5484202.08
32707,20161107,HP,62.46,108066,6749802.36
32803,20161107,HFC,23.38,176520,4127037.6
32870,20161107,HRL,37.09,529201,19628065.09
32986,20161107,ATO,72.75,103848,7554942
34032,20161107,MAS,30.27,328307,9937852.89
34746,20161107,FITB,21.9,755614,16547946.6
34817,20161107,NUE,51.33,318356,16341213.48
34833,20161107,OXY,67.25,763926,51374023.5
35044,20161107,RF,10.96,1236000,13546560
35554,20161107,MTB,124.88,154985,19354526.8
36003,20161107,ROL,30.71,217830,6689559.3
36397,20161107,FHN,15.57,233235,3631468.95
36468,20161107,SHW,247.97,92908,23038396.76
37284,20161107,TSO,80.43,118789,9554199.27
37584,20161107,BEN,34.43,570300,19635429
38093,20161107,AJG,48.57,177941,8642594.37
38156,20161107,WMB,29.25,750837,21961982.25
38682,20161107,RRD,16.49,69833,1151546.17
38703,20161107,WFC,45.4,5024000,228089600
38762,20161107,NI,22.31,322185,7187947.35
39490,20161107,APA,57.45,379423,21797851.35
39538,20161107,MAT,30.85,342045,10552088.25
39642,20161107,BDX,177.89,212926,37877406.14
39917,20161107,WY,29.29,748058,21910618.82
40125,20161107,CSC,57.58,140427,8085786.66
40272,20161107,IFF,131.12,79592,10436103.04
40416,20161107,AVP,6.12,437019,2674556.28
40539,20161107,TJX,73.33,656645,48151777.85
41080,20161107,CMI,130.34,168641,21980667.94
41355,20161107,PH,125.65,133772,16808451.8
42200,20161107,PKI,51.87,109402,5674681.74
42585,20161107,SJM,131.47,116418,15305474.46
42877,20161107,JBHT,82.62,112185,9268724.7
42906,20161107,HBAN,10.45,799154,8351159.3
43123,20161107,ATI,14.36,108900,1563804
43350,20161107,SWK,117.27,150689,17671299.03
43449,20161107,MCD,112.82,853362,96276300.84
43553,20161107,VFC,54.9,414738,22769116.2
43772,20161107,BMS,48.27,93711,4523429.97
44206,20161107,ES,54.29,317207,17221168.03
44329,20161107,TFX,146.32001,44053,6445835.401
44601,20161107,AVY,71.61,88857,6363049.77
44644,20161107,ADP,90.6,451173,40876273.8
44951,20161107,SVU,4.26,266081,1133505.06
45356,20161107,JCI,41.57,936718,38939367.26
45495,20161107,RDC,13.65,125421,1711996.65
45751,20161107,MMC,65.09,515594,33560013.46
45911,20161107,SWKS,77.24,184800,14273952
46392,20161107,ITG,15.69,32907,516310.83
46578,20161107,CLX,114.27,129576,14806649.52
46674,20161107,GPC,88.63,148737,13182560.31
46703,20161107,HST,15.71,742482,11664392.22
46877,20161107,BCR,220.62,73526,16221306.12
46886,20161107,KLAC,75.54,156319,11808337.26
47896,20161107,JPM,69.88,3611982,252405302.2
47941,20161107,TGNA,18.57,214323,3979978.11
48486,20161107,LRCX,98.51,162830,16040383.3
48506,20161107,MCO,99.58,191200,19039696
48653,20161107,HUM,174.91,149067,26073308.97
48725,20161107,UNP,90.75,824112,74788164
49015,20161107,LNC,52.14,232829,12139704.06
49154,20161107,TGT,67.53,574865,38820633.45
49373,20161107,HRB,22.03,219093,4826618.79
49656,20161107,BK,44.03,1057337,46554548.11
49680,20161107,DHR,78.2,691702,54091096.4
50017,20161107,RRC,33.62,247145,8309014.9
50286,20161107,LEE,2.6,55771,145004.6
50876,20161107,LLY,73.88,1103948,81559678.24
51369,20161107,TER,23.34,202331,4722405.54
51692,20161107,PIR,4.56,83087,378876.72
52038,20161107,SYY,52.76,551218,29082261.68
52090,20161107,MKC,94.24,114564,10796511.36
52230,20161107,RHI,38.64,130140,5028609.6
52329,20161107,JEC,49.42,121428,6000971.76
52337,20161107,THC,19.82,99636,1974785.52
52476,20161107,EFX,126.09,119761,15100664.49
52695,20161107,GWW,209.89999,59570,12503742.4
52708,20161107,LEN,41.94,196500,8241210
52978,20161107,HAS,82.63,124788,10311232.44
53065,20161107,IPG,22.25,397010,8833472.5
53225,20161107,GHC,445.85001,4652,2074094.247
53613,20161107,MU,17.375,1041537,18096705.38
54148,20161107,PHM,18.6,330740,6151764
55976,20161107,WMT,69.78,3093258,215847543.2
56274,20161107,CAG,48.06,437770,21039226.2
56573,20161107,ITW,117.16,351005,41123745.8
57568,20161107,BLL,78.62,174229,13697883.98
57665,20161107,NKE,50.91,1336182,68025025.62
57817,20161107,JWN,51.82,173440,8987660.8
57904,20161107,AFL,69.59,408021,28394181.39
58246,20161107,NTRS,74,226431,16755894
58413,20161107,FRT,141.75999,71426,10125349.05
58683,20161107,LUV,41.57,615598,25590408.86
58819,20161107,LNT,37.93,227334,8622778.62
59010,20161107,GPS,26.97,398477,10746924.69
59176,20161107,AXP,67,915255,61322085
59248,20161107,TAP,105,209418,21988890
59300,20161107,UDR,34.66,267248,9262815.68
59328,20161107,INTC,34.69,4739000,164395910
59408,20161107,BAC,17.01,10123845,172206603.5
59459,20161107,TRV,105.36,284059,29928456.24
60097,20161107,MDT,83.95,1393525,116986423.8
60206,20161107,SNA,157.75999,58025,9154023.42
60442,20161107,PNC,96.4,488000,47043200
60506,20161107,PCAR,55.76,350537,19545943.12
60599,20161107,CTL,23.32,545970,12732020.4
60628,20161107,FDX,180.02,265759,47841935.18
60871,20161107,ADI,64.36,308171,19833885.56
60943,20161107,LEG,45.72,133700,6112764
60986,20161107,NWL,49.16,482200,23704952
61241,20161107,AMD,6.96,926869,6451008.24
61399,20161107,LOW,67.23,874659,58803324.57
61621,20161107,PAYX,54.47,361651,19699129.97
61735,20161107,AON,111.39,263094,29306040.66
61815,20161107,NBL,37.48,429672,16104106.56
62092,20161107,TMO,151.81,394263,59853066.03
62148,20161107,CSX,32.05,936661,30019985.05
62308,20161107,TMK,64.9,119768,7772943.2
63765,20161107,SWN,10.09,495453,4999120.77
64186,20161107,CI,126.25,256570,32391962.5
64282,20161107,LB,65.71,285972,18791220.12
64311,20161107,NSC,94.95,291942,27719892.9
64390,20161107,PGR,31.45,580800,18266160
64653,20161107,PSA,211.73,173137,36658297.01
64936,20161107,D,74.72,628000,46924160
64995,20161107,KEY,14.54,1082055,15733079.7
65330,20161107,LM,29.25,103627,3031089.75
65402,20161107,AOS,45.57,148268,6756572.76
65541,20161107,COO,180.22,48742,8784283.24
65875,20161107,VZ,47.46,4076634,193477049.6
66093,20161107,T,36.81,6147262,226280714.2
66157,20161107,USB,44.92,1705000,76588600
66181,20161107,HD,123.75,1235574,152902282.5
66325,20161107,SLM,7.11,428078,3043634.58
66384,20161107,WDC,57.67,285474,16463285.58
66800,20161107,AIG,59.28,1070660,63468724.8
67029,20161107,ITI,3.36,32186,108144.96
67467,20161107,BIG,44.8,44517,1994361.6
67598,20161107,HCP,30.26,467583,14149061.58
68144,20161107,STI,46.18,495936,22902324.48
68591,20161107,STJ,78.96,285588,22550028.48
69032,20161107,MS,34,1876000,63784000
69550,20161107,MYL,36.59,535105,19579491.95
69649,20161107,RJF,60.95,141684,8635639.8
69796,20161107,STZ,165.92999,177723,29489575.61
70033,20161107,HOG,56.52,178797,10105606.44
70332,20161107,APC,60.21,558901,33651429.21
70519,20161107,C,49.82,2849730,141973548.6
70578,20161107,ECL,112.87,291595,32912327.65
71175,20161107,UNM,36.52,232119,8476985.88
71563,20161107,BBT,39.34,811424,31921420.16
72726,20161107,STT,72.34,390015,28213685.1
73139,20161107,SYK,119.68,374452,44814415.36
75034,20161107,BHI,58.71,422794,24822235.74
75100,20161107,TIF,76.09,124892,9503032.28
75107,20161107,ABMD,107.34,43381,4656516.54
75154,20161107,CCL,48.99,550891,26988150.09
75186,20161107,SCHW,32.31,1323004,42746259.24
75224,20161107,HAR,84.45,69933,5905841.85
75241,20161107,PXD,173.44,169608,29416811.52
75341,20161107,DRE,25.09,354693,8899247.37
75489,20161107,SPLS,7.7,650544,5009188.8
75510,20161107,ADBE,108.66,497227,54028685.82
75591,20161107,IEX,87.55,76242,6674987.1
75607,20161107,SYMC,24.4,623419,15211423.6
75819,20161107,VTR,64.33,354110,22779896.3
75825,20161107,EOG,93.43,550644,51446668.92
75828,20161107,EA,81.08,301756,24466376.48
76076,20161107,CSCO,30.94,5024000,155442560
76082,20161107,COG,20.57,465150,9568135.5
76095,20161107,HOLX,38.68,277726,10742441.68
76201,20161107,XLNX,51.26,252511,12943713.86
76226,20161107,CBS,57.62,406875,23444137.5
76282,20161107,AN,41.28,101044,4171096.32
76605,20161107,AZO,732.87,28861,21151361.07
76614,20161107,REGN,365.39001,103559,37839424.05
76639,20161107,TSS,49.38,183836,9077821.68
76644,20161107,X,20.63,165614,3416616.82
76708,20161107,DV,22.8,62747,1430631.6
76709,20161107,IDXX,108.53,89658,9730582.74
76712,20161107,AES,12.41,659089,8179294.49
76744,20161107,VRTX,83.22,248033,20641306.26
76795,20161107,ZBRA,64.69,52816,3416667.04
76841,20161107,BIIB,295.62,217574,64319225.88
77037,20161107,ODFL,74.75,82440,6162390
77129,20161107,KIM,25.49,425026,10833912.74
77157,20161107,OI,18.96,162197,3075255.12
77178,20161107,QCOM,68.46,1476887,101107684
77182,20161107,PRGO,83.96,143281,12029872.76
77274,20161107,GILD,74,1317456,97491744
77281,20161107,WFM,28.94,318300,9211602
77338,20161107,ROP,172.85001,101340,17516620.01
77357,20161107,SNPS,59.03,151454,8940329.62
77418,20161107,TWX,87.74,772770,67802839.8
77462,20161107,M,37.77,308468,11650836.36
77496,20161107,MHK,194.73,74153,14439813.69
77605,20161107,BSX,22.04,1360743,29990775.72
77606,20161107,KSS,43.84,179593,7873357.12
77649,20161107,STE,66.7,86149,5746138.3
77659,20161107,BBBY,39.61,154462,6118239.82
77661,20161107,DHI,29.37,372286,10934039.82
77668,20161107,ESRX,70.38,616621,43397785.98
77702,20161107,SBUX,54.49,1460500,79582645
77730,20161107,TSN,69.39,297446,20639777.94
78034,20161107,PDCO,46.67,97909,4569413.03
78877,20161107,CHK,5.45,776956,4234410.2
78916,20161107,AGN,199.45,395952,78972626.4
78975,20161107,INTU,107.9,257068,27737637.2
78987,20161107,MCHP,62.23,216016,13442675.68
79057,20161107,CB,124.5,465079,57902335.5
79089,20161107,FOSL,26.92,48133,1295740.36
79094,20161107,JBL,21.1,185580,3915738
79103,20161107,ORLY,259.60999,94461,24523019.27
79129,20161107,GGP,25.18,884738,22277702.84
79145,20161107,RCL,76.48,214582,16411231.36
79237,20161107,RIG,9.73,365392,3555264.16
79265,20161107,FLIR,32.19,136130,4382024.7
79323,20161107,ALL,66.86,371461,24835882.46
79545,20161107,BWA,35.22,212986,7501366.92
79547,20161107,EQR,61.61,365657,22528127.77
79637,20161107,UHS,124.89,90097,11252214.33
79678,20161107,ATVI,41.09,743213,30538622.17
79698,20161107,IT,95.11,82622,7858178.42
79782,20161107,REG,70.03,104490,7317434.7
79785,20161107,NVR,1518,3790,5753220
79879,20161107,VIAV,7.5,230126,1725945
79881,20161107,URBN,32.6,116234,3789228.4
79906,20161107,INCY,92.15,188385,17359677.75
79915,20161107,NFX,38.21,198604,7588658.84
80080,20161107,EMN,72.36,146800,10622448
80100,20161107,SPG,181.92999,319577,58140640.41
80183,20161107,MAA,93.94,75542,7096415.48
80191,20161107,ALB,86.28,112403,9698130.84
80204,20161107,MLM,198.27,63438,12577852.26
80286,20161107,TSCO,65.76,131250,8631000
80320,20161107,CPRT,51.87,114512,5939737.44
80381,20161107,AVB,170.72,137332,23445319.04
80399,20161107,MAC,69.31,143626,9954718.06
80539,20161107,NKTR,12.8,152835,1956288
80681,20161107,ESS,220.03,65517,14415705.51
80711,20161107,AIV,44.2,156888,6934449.6
81045,20161107,O,58.45,258599,15115111.55
81055,20161107,COF,74.84,489200,36611728
81061,20161107,MCK,134.50999,226087,30410960.11
81138,20161107,APOL,8.73,109317,954337.41
81481,20161107,DLTR,75.54,236000,17827440
81540,20161107,ABC,71.93,237892,17111571.56
81593,20161107,WMIH,2.05,206381,423081.05
81655,20161107,DRI,65.5,123081,8061805.5
81675,20161107,LSI,81.88,46396,3798904.48
81677,20161107,WAB,79.08,90121,7126768.68
81696,20161107,DISH,56.25,226600,12746250
81736,20161107,RMD,57.96,140966,8170389.36
81774,20161107,FCX,11.29,1328258,14996032.82
81910,20161107,IVZ,28.48,408535,11635076.8
82107,20161107,WABC,50.19,25671,1288427.49
82196,20161107,DNR,2.63,398327,1047600.01
82298,20161107,DO,15.42,137170,2115161.4
82303,20161107,RE,207.10001,40887,8467698.109
82307,20161107,DVA,57.85,206900,11969165
82581,20161107,HSIC,156.14999,80491,12568668.85
82598,20161107,NTAP,32.11,276000,8862360
82621,20161107,MLSS,1.8,27293,49127.4
82642,20161107,EL,80.56,222116,17893664.96
82651,20161107,WAT,140.28999,80574,11303725.65
82686,20161107,CTXS,85.52,155966,13338212.32
82775,20161107,HIG,44.46,377734,16794053.64
83111,20161107,ALXN,120.05,223912,26880635.6
83143,20161107,IRM,33.29,263249,8763559.21
83382,20161107,TCX,28.75,10448,300380
83421,20161107,DF,18.88,90423,1707186.24
83435,20161107,YHOO,41.05,954124,39166790.2
83621,20161107,ANSS,85.77,86527,7421420.79
83862,20161107,ETFC,28.53,273812,7811856.36
83906,20161107,SRCL,73.91,85083,6288484.53
83976,20161107,ANF,14.79,67661,1000706.19
84032,20161107,NOV,32.24,377684,12176532.16
84129,20161107,ZION,32.25,203718,6569905.5
84373,20161107,DGX,82.47,138640,11433640.8
84381,20161107,ROK,124.24,129400,16076656
84387,20161107,CMT,14.98,7791,116709.18
84761,20161107,TTWO,49.57,86560,4290779.2
84767,20161107,ARE,106.03,77974,8267583.22
84769,20161107,APH,66.54,308725,20542561.5
84788,20161107,AMZN,784.92999,475167,372972828.6
85035,20161107,QRVO,50.47,127728,6446432.16
85058,20161107,BXP,118.01,153773,18146751.73
85072,20161107,RL,99.83,56377,5628115.91
85257,20161107,AME,44.86,232419,10426316.34
85265,20161107,SLG,98.63,100264,9889038.32
85269,20161107,VLO,58.52,461341,26997675.32
85348,20161107,YUM,62.01,367006,22758042.06
85459,20161107,CHRW,70.46,141609,9977770.14
85592,20161107,PLD,50.82,526951,26779649.82
85593,20161107,AMG,133.03,53872,7166592.16
85621,20161107,MTD,429.26001,26490,11371097.66
85631,20161107,ADSK,72,222556,16024032
85663,20161107,URI,76.11,84224,6410288.64
85675,20161107,AMSG,66.82,54804,3662003.28
85753,20161107,VRSN,81.88,104574,8562519.12
85792,20161107,PWR,28.63,144194,4128274.22
85913,20161107,MAR,71.1,390480,27763128
85914,20161107,BBY,39.07,317274,12395895.18
85926,20161107,SEE,45.97,193308,8886368.76
85939,20161107,RLH,8.7,20919,181995.3
85991,20161107,LVLT,51.93,359525,18670133.25
86021,20161107,LLL,137.59,77309,10636945.31
86102,20161107,FII,25.29,102212,2584941.48
86111,20161107,AMT,115.19,425688,49035000.72
86136,20161107,SRE,104.07,249801,25996790.07
86158,20161107,CTSH,54.75,606705,33217098.75
86228,20161107,RSG,52.01,339962,17681423.62
86314,20161107,XL,35.3,270409,9545437.7
86339,20161107,CCI,89.04,337570,30057232.8
86356,20161107,EBAY,28.24,1117926,31570230.24
86580,20161107,NVDA,71.27,539000,38414530
86783,20161107,PCLN,1480.32996,49345,73046881.88
86799,20161107,CNX,17.13,229436,3930238.68
86868,20161107,GS,181.48,405462,73583243.76
86946,20161107,RAI,55.04,1425788,78475371.52
86964,20161107,FFIV,136.45,65316,8912368.2
86979,20161107,JNPR,25.49,382963,9761726.87
86996,20161107,SBAC,107.59,124073,13349014.07
87055,20161107,COST,143.53999,437127,62745205.21
87137,20161107,DVN,41.82,523600,21896952
87184,20161107,RHT,76.67,179596,13769625.32
87267,20161107,BLK,357.64001,162239,58023157.58
87299,20161107,AKAM,66.52,173300,11527916
87432,20161107,A,45.71,324385,14827638.35
87447,20161107,UPS,109.8,689333,75688763.4
87541,20161107,PKG,79.34,94231,7476287.54
87657,20161107,EW,91.34,213814,19529770.76
87717,20161107,EXPD,51.97,180375,9374088.75
87842,20161107,MET,47.97,1098872,52712889.84
88031,20161107,MNST,136.14,190325,25910845.5
88352,20161107,ISRG,678.42999,38747,26287126.82
88436,20161107,ENDP,15.68,222877,3494711.36
88446,20161107,ILMN,137.08,146900,20137052
88590,20161107,DNB,118.48,36307,4301653.36
88661,20161107,COH,36.27,280312,10166916.24
88664,20161107,JKHY,81.75,78102,6384838.5
88668,20161107,MON,99.19,437983,43443533.77
88837,20161107,GRMN,47.88,188446,9022794.48
88845,20161107,AET,109.74,350900,38507766
88853,20161107,FLR,44.86,139248,6246665.28
88860,20161107,ALGN,87.86,79689,7001475.54
88873,20161107,GPN,71.82,153697,11038518.54
89002,20161107,ADS,203.78999,58529,11927624.32
89003,20161107,FIS,76.5,327825,25078612.5
89004,20161107,FTI,32.96,225702,7439137.92
89006,20161107,MDLZ,44.22,1544412,68293898.64
89014,20161107,COL,82.75,143777,11897546.75
89017,20161107,WLTW,117.69,136746,16093636.74
89070,20161107,ZBH,104.45,200012,20891253.4
89071,20161107,ACN,119.97,620309,74418470.73
89105,20161107,JOY,27.96,98163,2744637.48
89155,20161107,MKC,93.98,11509,1081615.82
89179,20161107,ANTM,123.49,263171,32498986.79
89195,20161107,PFG,54.32,287700,15627864
89216,20161107,AYI,226.64999,44083,9991411.509
89217,20161107,AAP,137.53999,73640,10128444.86
89258,20161107,PRU,88.82,437000,38814340
89269,20161107,CNC,65.22,170892,11145576.24
89301,20161107,GME,21.24,103982,2208577.68
89393,20161107,NFLX,124.58,429145,53462884.1
89508,20161107,KMX,51.51,190329,9803846.79
89509,20161107,XEC,122.39,94987,11625458.93
89525,20161107,CMCSA,61.51,2383388,146602195.9
89533,20161107,WYNN,87.86,101741,8938964.26
89617,20161107,EQIX,350.14001,71379,24992643.77
89626,20161107,CME,104.8,339347,35563565.6
89641,20161107,STX,34.65,294523,10205221.95
89731,20161107,LEN,33.84,31303,1059293.52
89757,20161107,SHLD,11.38,107033,1218035.54
89866,20161107,LKQ,31.79,307511,9775774.69
90038,20161107,AIZ,79.98,60204,4815115.92
90071,20161107,NRG,11.38,315280,3587886.4
90162,20161107,GNW,4.07,498363,2028337.41
90199,20161107,CBG,27.18,335618,9122097.24
90215,20161107,CRM,76.3,679094,51814872.2
90272,20161107,WCG,125.77,44268,5567586.36
90305,20161107,EXR,74.09,125790,9319781.1
90319,20161107,GOOGL,802.03003,296087,237470665.5
90373,20161107,DLR,93.31,161448,15064712.88
90386,20161107,MOS,25.11,350195,8793396.45
90441,20161107,FOXA,27.39,1056811,28946053.29
90442,20161107,FOX,27.19,798521,21711785.99
90454,20161107,MKTX,153.12,37580,5754249.6
90505,20161107,LVS,58.89,794754,46803063.06
90520,20161107,CE,73.25,143199,10489326.75
90537,20161107,NE,4.74,243218,1152853.32
90601,20161107,NDAQ,65.46,165203,10814188.38
90805,20161107,DISCA,25.55,151944,3882169.2
90808,20161107,EXPE,126.49,137230,17358222.7
90829,20161107,CF,23.29,233130,5429597.7
