PERMNO,date,TICKER,PRC,SHROUT,Market Cap
92121,20181105,DFS,69.18,335965,23242058.7
92157,20181105,TEL,78.67,348459,27413269.53
92239,20181105,CXO,141.96001,200250,28427492
92293,20181105,TDC,36.22,119100,4313802
92322,20181105,ULTA,285.13,59461,16954114.93
92402,20181105,MSCI,145.08,88833,12887891.64
92602,20181105,PM,89.55,1554524,139207624.2
92611,20181105,V,139.8,1776658,248376788.4
92614,20181105,AWK,88.21,180599,15930637.79
92655,20181105,UNH,261.01001,962473,251215087.4
92778,20181105,DISCK,29.98,360245,10800145.1
93002,20181105,AVGO,220.09,408000,89796720
93089,20181105,VRSK,116.92,164620,19247370.4
93096,20181105,DG,114.09,265534,30294774.06
93132,20181105,FTNT,74.87,170370,12755601.9
93159,20181105,ESV,7.33,437100,3203943
93422,20181105,QEP,9.6,236976,2274969.6
93429,20181105,CBOE,112.14,111819,12539382.66
