PERMNO,date,TICKER,PRC,SHROUT,Market Cap
68144,20121105,STI,27.16,538821,14634378.36
68591,20121105,STJ,38.71,316000,12232360
69032,20121105,MS,17.75,1975040,35056960
69550,20121105,MYL,25.84,407528,10530523.52
69649,20121105,RJF,39.03,138018,5386842.54
69796,20121105,STZ,35.72,158938,5677265.36
70033,20121105,HOG,47.34,225000,10651500
70332,20121105,APC,70.7,499759,35332961.3
70519,20121105,C,37.32,2932500,109440900
70578,20121105,ECL,70.74,292908,20720311.92
71175,20121105,UNM,20.58,280140,5765281.2
71563,20121105,BBT,28.94,699541,20244716.54
72726,20121105,STT,45.93,479105,22005292.65
73139,20121105,SYK,52.71,380201,20040394.71
75034,20121105,BHI,42.03,439647,18478363.41
75100,20121105,TIF,65.31,126638,8270727.78
75107,20121105,ABMD,13.48,39671,534765.08
75154,20121105,CCL,38.66,594485,22982790.1
75186,20121105,SCHW,13.89,1274106,17697332.34
75224,20121105,HAR,42.02,67815,2849586.3
75241,20121105,PXD,107.77,123036,13259589.72
75341,20121105,DRE,14.06,269695,3791911.7
75489,20121105,SPLS,11.57,674178,7800239.46
75510,20121105,ADBE,34.24,495055,16950683.2
75591,20121105,IEX,43.47,83384,3624702.48
75607,20121105,SYMC,18.71,693902,12982906.42
75819,20121105,VTR,63.23,295555,18687942.65
75825,20121105,EOG,116.81,270024,31541503.44
75828,20121105,EA,13.2,305135,4027782
76076,20121105,CSCO,17.4,5311000,92411400
76082,20121105,COG,48.06,210242,10104230.52
76095,20121105,HOLX,20.9,265416,5547194.4
76201,20121105,XLNX,33.44,260923,8725265.12
76226,20121105,CBS,34.01,596825,20298018.25
76282,20121105,AN,43.5,121763,5296690.5
76605,20121105,AZO,383.23001,36932,14153450.73
76614,20121105,REGN,144.85001,94471,13684125.29
76639,20121105,TSS,22.12,188069,4160086.28
76644,20121105,X,21.13,144281,3048657.53
76708,20121105,DV,26.3,63782,1677466.6
76709,20121105,IDXX,93.9,54673,5133794.7
76712,20121105,AES,10.37,747996,7756718.52
76744,20121105,VRTX,46.41,216827,10062941.07
76795,20121105,ZBRA,36.5,50858,1856317
76841,20121105,BIIB,139.60001,236597,33028943.57
77037,20121105,ODFL,34.06,86165,2934779.9
77129,20121105,KIM,19.43,406955,7907135.65
77157,20121105,OI,19.56,164530,3218206.8
77178,20121105,QCOM,60.43,1704029,102974472.5
77182,20121105,PRGO,116.05,93881,10894890.05
77274,20121105,GILD,67.04,757648,50792721.92
77281,20121105,WFM,98.17,185437,18204350.29
77338,20121105,ROP,110.38,97809,10796157.42
77357,20121105,SNPS,32.28,150899,4871019.72
77418,20121105,TWX,43.04,948924,40841688.96
77462,20121105,M,41.16,402522,16567805.52
77496,20121105,MHK,88.89,68996,6133054.44
77605,20121105,BSX,5.34,1418982,7577363.88
77606,20121105,KSS,54.93,234508,12881524.44
77649,20121105,STE,34.37,58092,1996622.04
77659,20121105,BBBY,57.54,232153,13358083.62
77661,20121105,DHI,21.71,319296,6931916.16
77668,20121105,ESRX,62.88,816400,51335232
77702,20121105,SBUX,51.01,745900,38048359
77730,20121105,TSN,17.07,291924,4983142.68
78034,20121105,PDCO,34.38,108634,3734836.92
78877,20121105,CHK,18.27,665405,12156949.35
78916,20121105,WPI,86.51,127645,11042568.95
78975,20121105,INTU,60.94,296283,18055486.02
78987,20121105,MCHP,32.39,194605,6303255.95
79057,20121105,ACE,77.93,339808,26481237.44
79089,20121105,FOSL,94.1,60021,5647976.1
79094,20121105,JBL,18.1,205558,3720599.8
79103,20121105,ORLY,88.02,114622,10089028.44
79129,20121105,GGP,19,938260,17826940
79145,20121105,RCL,34.97,218101,7626991.97
79237,20121105,RIG,48.64,359389,17480680.96
79265,20121105,FLIR,19.35,150026,2903003.1
79323,20121105,ALL,38.68,484927,18756976.36
79545,20121105,BWA,67.3,117037,7876590.1
79547,20121105,EQR,58.56,302675,17724648
79637,20121105,UHS,43.73,89576,3917158.48
79678,20121105,ATVI,11.25,1112705,12517931.25
79698,20121105,IT,45.33,93424,4234909.92
79782,20121105,REG,49.05,89940,4411557
79785,20121105,NVR,911.59998,4875,4444049.903
79879,20121105,JDSU,10.46,230099,2406835.54
79881,20121105,URBN,37.08,145869,5408822.52
79906,20121105,INCY,17.5,131208,2296140
79915,20121105,NFX,26.55,135224,3590197.2
80080,20121105,EMN,60.06,153367,9211222.02
80100,20121105,SPG,154.73,313104,48446581.92
80183,20121105,MAA,63.96,41104,2629011.84
80191,20121105,ALB,56.81,89260,5070860.6
80204,20121105,MLM,85.01,45845,3897283.45
80286,20121105,TSCO,94.67,70437,6668270.79
80320,20121105,CPRT,28.75,124298,3573567.5
80381,20121105,AVB,137.03,97706,13388653.18
80399,20121105,MAC,57.38,133122,7638540.36
80539,20121105,NKTR,9,115169,1036521
80681,20121105,ESS,146.67,36414,5340841.38
80711,20121105,AIV,25.94,145544,3775411.36
81045,20121105,O,39.28,133452,5241994.56
81055,20121105,COF,60.68,581300,35273284
81061,20121105,MCK,93.31,236040,22024892.4
81138,20121105,APOL,20.21,112027,2264065.67
81481,20121105,DLTR,39.53,227200,8981216
81540,20121105,ABC,40.26,251637,10130905.62
81593,20121105,,,1699359,0
81655,20121105,DRI,53.01,128607,6817457.07
81675,20121105,SSS,60.22,29449,1773418.78
81677,20121105,WAB,82.26,47890,3939431.4
81696,20121105,DISH,34.83,212995,7418615.85
81736,20121105,RMD,40.78,143075,5834598.5
81774,20121105,FCX,39.46,949248,37457326.08
81910,20121105,IVZ,24.47,445225,10894655.75
82107,20121105,WABC,43.5,27386,1191291
82196,20121105,DNR,15.55,391197,6083113.35
82298,20121105,DO,69.01,139030,9594460.3
82303,20121105,RE,107,51708,5532756
82307,20121105,DVA,111.62,95400,10648548
82581,20121105,HSIC,75.84,87994,6673464.96
82598,20121105,NTAP,27.9787,358100,10019172.47
82621,20121105,,,11802,0
82642,20121105,EL,59.4,237683,14118370.2
82651,20121105,WAT,84.74,87678,7429833.72
82686,20121105,CTXS,62.92,186716,11748170.72
82775,20121105,HIG,21.44,435815,9343873.6
83111,20121105,ALXN,90.59,194286,17600368.74
83143,20121105,IRM,34.8,172400,5999520
83382,20121105,TCX,1.1,44247,48671.7
83421,20121105,DF,16.28,184840,3009195.2
83435,20121105,YHOO,17.368,1182688,20540925.18
83621,20121105,ANSS,68.62,92638,6356819.56
83862,20121105,ETFC,8.77,286057,2508719.89
83906,20121105,SRCL,94.5245,85890,8118709.305
83976,20121105,ANF,34.07,82573,2813262.11
84032,20121105,NOV,71.63,426879,30577342.77
84129,20121105,ZION,21.46,184169,3952266.74
84373,20121105,DGX,58.42,158968,9286910.56
84381,20121105,ROK,78.02,141148,11012366.96
84387,20121105,CMT,6.99,7275,50852.25
84761,20121105,TTWO,11.03,90753,1001005.59
84767,20121105,ARE,69.65,62775,4372278.75
84769,20121105,APH,61.75,160987,9940947.25
84788,20121105,AMZN,234.33,452959,106141882.5
85035,20121105,RFMD,4.42,279505,1235412.1
85058,20121105,BXP,106.39,150856,16049569.84
85072,20121105,RL,161.23,60323,9725877.29
85257,20121105,AME,36.66,242536,8891369.76
85265,20121105,SLG,76.44,93970,7183066.8
85269,20121105,VLO,28.88,551606,15930381.28
85348,20121105,YUM,72.29,451809,32661272.61
85459,20121105,CHRW,62.03,161192,9998739.76
85592,20121105,PLD,34.18,460093,15725978.74
85593,20121105,AMG,128.12,51348,6578705.76
85621,20121105,MTD,179.05,31026,5555205.3
85631,20121105,ADSK,31.9811,224700,7186153.17
85663,20121105,URI,41.1,92590,3805449
85675,20121105,AMSG,28.08,31679,889546.32
85753,20121105,VRSN,40.14,155257,6232015.98
85792,20121105,PWR,25.98,209215,5435405.7
85913,20121105,MAR,36.64,315540,11561385.6
85914,20121105,BBY,14.47,336667,4871571.49
85926,20121105,SEE,16.85,194160,3271596
85939,20121105,RLH,6.8,19366,131688.8
85991,20121105,LVLT,20.14,217116,4372716.24
86021,20121105,LLL,75.85,96554,7323620.9
86102,20121105,FII,22.15,103910,2301606.5
86111,20121105,AMT,73.99,395353,29252168.47
86136,20121105,SRE,68.24,239552,16347028.48
86158,20121105,CTSH,66.02,300192,19818675.84
86228,20121105,RSG,26.85,365277,9807687.45
86314,20121105,XL,24.22,305706,7404199.32
86339,20121105,CCI,66.84,293038,19586659.92
86356,20121105,EBAY,49.35,1293985,63858159.75
86580,20121105,NVDA,13.02,624851,8135560.02
86783,20121105,PCLN,634.78998,49865,31653802.35
86799,20121105,CNX,35.56,227621,8094202.76
86868,20121105,GS,124.08,479417,59486061.36
86946,20121105,RAI,41.57,558948,23235468.36
86964,20121105,FFIV,85.13,78715,6701007.95
86979,20121105,JNPR,17.44,526588,9183694.72
86996,20121105,SBAC,66.15,126418,8362550.7
87055,20121105,COST,97.73,432424,42260797.52
87137,20121105,DVN,57.83,404500,23392235
87184,20121105,RHT,50.11,193325,9687515.75
87267,20121105,BLK,189.5,172037,32601011.5
87299,20121105,AKAM,38.96,177332,6908854.72
87432,20121105,A,37.61,348443,13104941.23
87447,20121105,UPS,73.45,726329,53348865.05
87541,20121105,PKG,35.82,98145,3515553.9
87657,20121105,EW,89.4,115714,10344831.6
87717,20121105,EXPD,37.12,208982,7757411.84
87842,20121105,MET,34.69,1062251,36849487.19
88031,20121105,MNST,45.04,171370,7718504.8
88352,20121105,ISRG,540.82001,39763,21504626.06
88436,20121105,ENDP,26.73,114095,3049759.35
88446,20121105,ILMN,48.28,123384,5956979.52
88590,20121105,DNB,81.52,44882,3658780.64
88661,20121105,COH,57.6,283894,16352294.4
88664,20121105,JKHY,38.57,86073,3319835.61
88668,20121105,MON,88.05,534598,47071353.9
88837,20121105,GRMN,37.5,208077,7802887.5
88845,20121105,AET,44.29,334589,14818946.81
88853,20121105,FLR,53.01,166968,8850973.68
88860,20121105,ALGN,26.21,81385,2133100.85
88873,20121105,GPN,42.94,78879,3387064.26
89002,20121105,ADS,143.17999,49907,7145683.761
89003,20121105,FIS,33.28,294611,9804654.08
89004,20121105,FTI,41.24,237730,9803985.2
89006,20121105,MDLZ,26.41,1777088,46932894.08
89014,20121105,COL,54.44,142152,7738754.88
89017,20121105,WSH,34.44,172703,5947891.32
89070,20121105,ZMH,65.68,174695,11473967.6
89071,20121105,ACN,67.88,750483,50942786.04
89105,20121105,JOY,63.86,105878,6761369.08
89155,20121105,MKC,61.25,12399,759438.75
89179,20121105,WLP,60.85,325187,19787628.95
89195,20121105,PFG,28.17,293587,8270345.79
89216,20121105,AYI,65.61,42425,2783504.25
89217,20121105,AAP,80.79,73328,5924169.12
89258,20121105,PRU,56.99,464000,26443360
89269,20121105,CNC,39.25,51634,2026634.5
89301,20121105,GME,23.72,123429,2927735.88
89393,20121105,NFLX,78.24,55546,4345919.04
89508,20121105,KMX,34.53,228813,7900912.89
89509,20121105,XEC,61.36,85988,5276223.68
89525,20121105,CMCSA,37.43,2069590,77464753.7
89533,20121105,WYNN,111.52,100582,11216904.64
89617,20121105,EQIX,183.2,48625,8908100
89626,20121105,CME,56.14,333384,18716177.76
89641,20121105,STX,28.84,377494,10886926.96
89731,20121105,LEN,30.665,31303,959906.495
89757,20121105,SHLD,65.05,106426,6923011.3
89866,20121105,LKQ,21.27,297222,6321911.94
90038,20121105,AIZ,37.47,78708,2949188.76
90071,20121105,NRG,21,228286,4794006
90162,20121105,GNW,5.98,491800,2940964
90199,20121105,CBG,17.72,328219,5816040.68
90215,20121105,CRM,145.09,139000,20167510
90272,20121105,WCG,48.11,43201,2078400.11
90305,20121105,EXR,34.85,104322,3635621.7
90319,20121105,GOOG,682.96002,264957,180955038
90373,20121105,DLR,59.28,123261,7306912.08
90386,20121105,MOS,52.54,296894,15598810.76
90441,20121105,NWSA,23.92,1546011,36980583.12
90442,20121105,NWS,24.36,798521,19451971.56
90454,20121105,MKTX,31.2284,37294,1164631.95
90505,20121105,LVS,44.39,822923,36529551.97
90520,20121105,CE,39.6,159532,6317467.2
90537,20121105,NE,37.27,252604,9414551.08
90601,20121105,NDAQ,24.28,164937,4004670.36
90805,20121105,DISCA,59.45,144968,8618347.6
90808,20121105,EXPE,59.87,122068,7308211.16
90829,20121105,CF,205.48,62697,12882979.56
90880,20121105,AMP,60.12,207400,12468888
90979,20121105,UA,53,82663,4381139
90993,20121105,ICE,133.28,72762,9697719.36
91041,20121105,LYV,9.17,190439,1746325.63
91063,20121105,VIAB,50.69,455900,23109571
91068,20121105,CMG,265.20001,31496,8352739.515
91103,20121105,UAL,20.25,332427,6731646.75
91152,20121105,TDG,136.82001,51458,7040484.075
91233,20121105,MA,465.64999,119276,55540868.21
91391,20121105,WIN,9.5,588127,5587206.5
91392,20121105,WYN,51.44,140267,7215334.48
91416,20121105,HBI,34.89,97860,3414335.4
91461,20121105,WU,12.22,602392,7361230.24
91547,20121105,SAI,11.25,341831,3845598.75
91556,20121105,ROST,57.83,222381,12860293.23
91611,20121105,FSLR,23.325,87028,2029928.1
91650,20121105,SE,28.3,652870,18476221
91668,20121105,IPGP,55.49,51270,2844972.3
91849,20121105,BR,23.33,122134,2849386.22
91926,20121105,DAL,9.77,850450,8308896.5
91937,20121105,PCS,10.06,364103,3662876.18
92121,20121105,DFS,40.26,504776,20322281.76
92157,20121105,TEL,33.4,427810,14288854
92239,20121105,CXO,88.34,104297,9213596.98
92293,20121105,TDC,63.6,168600,10722960
92322,20121105,ULTA,92.68,63765,5909740.2
92402,20121105,MSCI,27.25,121796,3318941
92602,20121105,PM,86.79,1685722,146303812.4
92611,20121105,V,141.5,527427,74630920.5
92614,20121105,AWK,36.5,176430,6439695
92618,20121105,DPS,43.29,208112,9009168.48
92655,20121105,UNH,55.28,1021493,56468133.04
92709,20121105,SNI,60.45,114675,6932103.75
92778,20121105,DISCK,54.58,87325,4766198.5
