PERMNO,betav,year,TICKER
20482,0.62898,2012,ABT
20626,1.36115,2012,DOW
21178,0.79295,2012,LMT
21186,0.87774,2012,MWV
21207,0.65958,2012,NEM
21371,0.46076,2012,CAH
21573,1.28716,2012,IP
21776,0.46863,2012,EXC
21792,0.62357,2012,CNP
21936,0.44095,2012,PFE
22103,1.11126,2012,EMR
22111,0.44941,2012,JNJ
22293,1.44116,2012,GLW
22509,1.1443,2012,PPG
22517,0.36478,2012,PPL
22592,0.89373,2012,MMM
22752,0.66939,2012,MRK
22779,0.75679,2012,MSI
23026,0.3529,2012,FE
23085,0.53288,2012,SCG
23229,0.42941,2012,CMS
23393,0.32478,2012,CHD
23536,0.34423,2012,WEC
23579,1.53802,2012,TXT
23712,0.50347,2012,PEG
23819,1.54072,2012,HAL
23931,0.40571,2012,XEL
24010,0.47735,2012,ETR
24053,0.54357,2012,WR
24109,0.52291,2012,AEP
24205,0.40071,2012,NEE
24328,0.90707,2012,EQT
24459,1.19183,2012,PBI
24643,1.6347,2012,AA
24766,0.93519,2012,NOC
24942,0.86003,2012,RTN
24985,0.56075,2012,AEE
25081,1.32275,2012,CMA
25232,0.91309,2012,OKE
25320,0.42593,2012,CPB
25419,1.78122,2012,WHR
25582,1.0196,2012,HRS
25785,1.27863,2012,F
25953,1.35909,2012,DOV
26403,0.85927,2012,DIS
26607,0.89882,2012,BH
26710,0.90858,2012,L
26825,0.39693,2012,K
27043,0.9232,2012,VAR
27422,2.03441,2012,CLF
27633,1.46452,2012,R
27828,1.20766,2012,HPQ
27887,0.81851,2012,BAX
27959,0.38846,2012,DUK
27983,1.40541,2012,XRX
27991,0.5311,2012,PNW
28222,1.0067,2012,APD
28345,1.57453,2012,MUR
28388,0.97511,2012,VNO
28484,1.74492,2012,HES
28804,0.66686,2012,ALK
29102,2.42213,2012,NBR
30681,1.06675,2012,OMC
30940,1.55112,2012,FLS
32707,1.89537,2012,HP
32803,1.4838,2012,HFC
32870,0.52155,2012,HRL
32986,0.53313,2012,ATO
34032,2.13358,2012,MAS
34817,1.39598,2012,NUE
34833,1.53991,2012,OXY
35044,1.80258,2012,RF
35051,1.04748,2012,PLL
35554,0.93287,2012,MTB
36003,0.73518,2012,ROL
36397,1.61597,2012,FHN
36468,0.69813,2012,SHW
37284,1.29155,2012,TSO
37584,1.43071,2012,BEN
38093,0.73848,2012,AJG
38156,1.26977,2012,WMB
38703,1.14379,2012,WFC
38762,0.54849,2012,NI
39087,1.86708,2012,S
39490,1.54568,2012,APA
39642,0.72875,2012,BDX
39917,1.29184,2012,WY
40125,1.42917,2012,CSC
40272,0.87013,2012,IFF
40416,1.4947,2012,AVP
40539,0.58355,2012,TJX
41080,1.93472,2012,CMI
41355,1.47989,2012,PH
42200,1.50867,2012,PKI
42534,1.55746,2012,JCI
42585,0.53156,2012,SJM
43123,2.68996,2012,ATI
43350,1.50341,2012,SWK
43449,0.54125,2012,MCD
43553,0.97903,2012,VFC
43772,0.68708,2012,BMS
44206,0.57345,2012,NU
44329,0.70186,2012,TFX
44601,1.09574,2012,AVY
44951,-0.09908,2012,SVU
45277,0.96096,2012,IGT
45356,1.03203,2012,TYC
45495,1.60287,2012,RDC
45751,0.76911,2012,MMC
46392,1.44568,2012,ITG
46578,0.32068,2012,CLX
46674,0.90703,2012,GPC
46703,1.54743,2012,HST
46877,0.76601,2012,BCR
47896,1.36673,2012,JPM
47941,1.34853,2012,GCI
48020,0.24074,2012,FOH
48267,1.82393,2012,LSI
48506,1.43521,2012,MCO
48653,0.55668,2012,HUM
48725,1.07049,2012,UNP
49015,2.0623,2012,LNC
49154,0.57288,2012,TGT
49373,0.58483,2012,HRB
49656,1.46911,2012,BK
49680,0.92631,2012,DHR
50017,0.89362,2012,RRC
50286,0.38511,2012,LEE
50876,0.76514,2012,LLY
51369,1.95603,2012,TER
51692,1.87129,2012,PIR
52038,0.60615,2012,SYY
52090,0.51476,2012,MKC
52230,1.29865,2012,RHI
52329,1.59392,2012,JEC
52337,1.60151,2012,THC
52476,0.72003,2012,EFX
52695,1.01105,2012,GWW
52708,1.91925,2012,LEN
53065,1.31387,2012,IPG
53225,0.84627,2012,WPO
54148,2.78853,2012,PHM
55976,0.27823,2012,WMT
56274,0.42831,2012,CAG
56573,1.12429,2012,ITW
57568,0.7484,2012,BLL
57665,0.65811,2012,NKE
57817,1.13122,2012,JWN
57904,1.48655,2012,AFL
58413,0.58137,2012,FRT
58683,0.72617,2012,LUV
58819,0.59108,2012,LNT
59010,1.29098,2012,GPS
59176,1.07667,2012,AXP
59192,0.61665,2012,CB
59248,0.92453,2012,TAP
59300,0.63882,2012,UDR
59408,1.90067,2012,BAC
59459,0.65249,2012,TRV
60097,0.92551,2012,MDT
60206,1.1644,2012,SNA
60442,1.08304,2012,PNC
60599,0.45584,2012,CTL
60628,0.96436,2012,FDX
60943,1.14104,2012,LEG
60986,1.15888,2012,NWL
61241,2.22898,2012,AMD
61399,1.08688,2012,LOW
61735,0.87061,2012,AON
61815,1.40325,2012,NBL
62092,1.22734,2012,TMO
62148,1.12211,2012,CSX
62308,0.79223,2012,TMK
63765,1.14939,2012,SWN
64186,0.57363,2012,CI
64282,1.35939,2012,LTD
64311,1.09597,2012,NSC
64390,0.58586,2012,PGR
64653,0.55322,2012,PSA
64899,1.76119,2012,STZ
64936,0.49873,2012,D
64995,1.14272,2012,KEY
65330,1.32624,2012,LM
65402,1.13684,2012,AOS
65541,0.92539,2012,COO
65875,0.40387,2012,VZ
66093,0.54659,2012,T
66157,0.93824,2012,USB
66181,0.89224,2012,HD
66800,1.49644,2012,AIG
67029,0.76059,2012,ITI
67467,1.07392,2012,BIG
67598,0.56472,2012,HCP
68144,1.68648,2012,STI
68591,0.98074,2012,STJ
69032,2.23101,2012,MS
69649,1.45543,2012,RJF
69796,1.61765,2012,STZ
70033,1.36653,2012,HOG
70332,1.707,2012,APC
70500,1.14069,2012,CCE
70519,1.92395,2012,C
70578,0.76963,2012,ECL
71175,1.23812,2012,UNM
71563,1.15952,2012,BBT
72726,1.2428,2012,STT
73139,0.92535,2012,SYK
75034,1.34394,2012,BHI
75100,1.28245,2012,TIF
75104,1.35043,2012,CBS
75154,1.18634,2012,CCL
75186,1.63327,2012,SCHW
75224,2.08347,2012,HAR
75241,2.07867,2012,PXD
75341,1.1571,2012,DRE
75591,1.39591,2012,IEX
75646,0.76775,2012,AGN
75819,0.61642,2012,VTR
75825,1.56192,2012,EOG
76082,1.09702,2012,COG
76226,1.4029,2012,CBS
76282,1.01025,2012,AN
76605,0.35064,2012,AZO
76639,0.94589,2012,TSS
76644,2.34152,2012,X
76708,1.29445,2012,DV
76712,1.00673,2012,AES
77129,1.02697,2012,KIM
77157,1.61047,2012,OI
77338,0.98202,2012,ROP
77418,0.87362,2012,TWX
77462,1.32275,2012,M
77496,1.65817,2012,MHK
77605,1.04314,2012,BSX
77606,1.04437,2012,KSS
77649,0.91021,2012,STE
77661,1.69828,2012,DHI
77730,0.56289,2012,TSN
78038,3.35775,2012,RDN
78877,1.66723,2012,CHK
78916,0.48936,2012,WPI
79057,0.78149,2012,ACE
79094,1.84991,2012,JBL
79129,0.84752,2012,GGP
79145,2.00455,2012,RCL
79237,1.5715,2012,RIG
79323,0.75212,2012,ALL
79545,1.99812,2012,BWA
79547,0.61436,2012,EQR
79637,1.21738,2012,UHS
79698,1.02708,2012,IT
79782,0.79991,2012,REG
79785,0.95008,2012,NVR
79915,1.96145,2012,NFX
80080,2.04919,2012,EMN
80100,0.74961,2012,SPG
80183,0.53356,2012,MAA
80191,1.55528,2012,ALB
80204,1.2804,2012,MLM
80381,0.68517,2012,AVB
80399,0.845,2012,MAC
80681,0.48797,2012,ESS
80711,0.8474,2012,AIV
81045,0.48157,2012,O
81055,1.3479,2012,COF
81061,0.54517,2012,MCK
81540,0.48977,2012,ABC
81655,0.98026,2012,DRI
81675,0.73902,2012,SSS
81677,1.21651,2012,WAB
81736,0.95648,2012,RMD
81774,1.86493,2012,FCX
81910,1.6244,2012,IVZ
82196,2.18372,2012,DNR
82298,1.15423,2012,DO
82303,0.59534,2012,RE
82307,0.61419,2012,DVA
82642,1.28504,2012,EL
82651,1.0781,2012,WAT
82775,1.83802,2012,HIG
83143,1.0066,2012,IRM
83382,0.92783,2012,TCX
83421,0.4263,2012,DF
83976,1.55,2012,ANF
84032,1.66604,2012,NOV
84342,1.66071,2012,MWW
84373,0.70784,2012,DGX
84381,1.43387,2012,ROK
84387,0.40901,2012,CMT
84767,0.82814,2012,ARE
84769,1.38715,2012,APH
85058,0.87687,2012,BXP
85072,1.54092,2012,RL
85257,1.05373,2012,AME
85265,1.14468,2012,SLG
85269,1.4628,2012,VLO
85348,0.94361,2012,YUM
85592,1.30814,2012,PLD
85593,1.56943,2012,AMG
85621,1.5017,2012,MTD
85663,3.19456,2012,URI
85792,1.11798,2012,PWR
85913,1.29907,2012,MAR
85914,1.19301,2012,BBY
85926,1.38499,2012,SEE
85939,0.5099,2012,RLH
85991,1.47047,2012,LVLT
86021,0.94205,2012,LLL
86102,1.68769,2012,FII
86111,0.67217,2012,AMT
86136,0.54702,2012,SRE
86228,0.6331,2012,RSG
86314,0.9589,2012,XL
86339,0.72921,2012,CCI
86799,1.39434,2012,CNX
86868,1.57125,2012,GS
86946,0.48088,2012,RAI
86979,1.60398,2012,JNPR
87137,1.27369,2012,DVN
87184,1.50757,2012,RHT
87267,1.06282,2012,BLK
87432,1.50852,2012,A
87447,0.69316,2012,UPS
87541,0.87868,2012,PKG
87657,1.05605,2012,EW
87842,1.68378,2012,MET
88590,1.08509,2012,DNB
88661,1.73043,2012,COH
88668,0.9652,2012,MON
88845,0.41621,2012,AET
88853,1.82169,2012,FLR
88873,0.99751,2012,GPN
89002,0.79597,2012,ADS
89003,0.75813,2012,FIS
89004,1.57304,2012,FTI
89014,1.09907,2012,COL
89017,0.557,2012,WSH
89070,0.84629,2012,ZMH
89071,1.30248,2012,ACN
89105,2.18909,2012,JOY
89155,0.59852,2012,MKC
89179,0.45051,2012,WLP
89195,1.29131,2012,PFG
89216,1.92641,2012,AYI
89217,0.94604,2012,AAP
89258,1.86416,2012,PRU
89269,0.76594,2012,CNC
89301,1.23365,2012,GME
89508,1.2033,2012,KMX
89509,1.88711,2012,XEC
89731,2.09243,2012,LEN
90038,0.88729,2012,AIZ
90071,0.88986,2012,NRG
90162,2.7281,2012,GNW
90199,2.08211,2012,CBG
90215,1.52866,2012,CRM
90272,0.74819,2012,WCG
90305,0.69757,2012,EXR
90373,0.68597,2012,DLR
90386,1.33036,2012,MOS
90505,1.55908,2012,LVS
90520,1.6235,2012,CE
90537,1.70662,2012,NE
90829,1.76126,2012,CF
90880,1.44749,2012,AMP
90979,1.0139,2012,UA
90993,0.82395,2012,ICE
91041,1.41549,2012,LYV
91068,1.29642,2012,CMG
91103,0.68251,2012,UAL
91152,1.01637,2012,TDG
91233,1.22054,2012,MA
91392,1.27186,2012,WYN
91416,1.17649,2012,HBI
91461,0.6652,2012,WU
91547,0.94146,2012,SAI
91650,0.83519,2012,SE
91849,0.94995,2012,BR
91926,0.9412,2012,DAL
91937,1.63221,2012,PCS
92121,1.31741,2012,DFS
92157,1.54595,2012,TEL
92239,2.01278,2012,CXO
92293,1.44217,2012,TDC
92389,1.29307,2012,ES
92402,0.95816,2012,MSCI
92602,0.72973,2012,PM
92611,1.01463,2012,V
92614,0.44159,2012,AWK
92618,0.43142,2012,DPS
92655,0.44392,2012,UNH
92709,0.80442,2012,SNI
92890,0.32429,2012,MJN
93096,0.19021,2012,DG
93159,1.62881,2012,ESV
93422,1.53374,2012,QEP
