stock_ticker,stock_price_change,directed_dollars_to_pres,directed_dollars_to_senate,directed_dollars,donated_dollars,total_money_lost,total_money_won,democrat_dollars,republican_dollars,beta
VRSK,0.4581072935503414,-15434.0,14925.0,5491.0,59571.0,27040.0,32531.0,10705.0,48866.0,0.69836
VRSN,0.7119184976064759,-6022.0,2835.0,463.0,16107.0,7822.0,8285.0,7322.0,8785.0,0.97979
VRTX,12.268826302429574,-13178.0,26632.0,105944.0,147820.0,20938.0,126882.0,80336.0,67484.0,1.40525
VTR,-3.167999999999992,-11879.0,15945.0,14238.0,53796.0,19779.0,34017.0,29141.0,24655.0,0.78641
VZ,0.6307821698906508,-329166.0,298958.0,1202510.0,2321730.0,559610.0,1762120.0,1126323.0,1195407.0,0.38313
WAB,4.1057582305834615,-386.0,554.0,14143.0,21543.0,3700.0,17843.0,2279.0,19264.0,1.43973
WAT,1.7217975280417193,-1270.0,415.0,95.0,3685.0,1795.0,1890.0,3235.0,450.0,0.82677
WBA,4.257767548906813,-45091.0,35833.0,189613.0,407449.0,108918.0,298531.0,176696.0,230753.0,0.45134
WDC,0.2441576560865002,-9765.0,3474.0,-6715.0,15929.0,11322.0,4607.0,14738.0,1191.0,1.88341
WEC,-4.533106960950775,-9328.0,13968.0,70304.0,112292.0,20994.0,91298.0,33092.0,79200.0,-0.11123
WFC,6.219566179725547,-583794.0,397832.0,525400.0,2556600.0,1015600.0,1541000.0,1235671.0,1320929.0,1.3017
WHR,3.83720930232559,-536.0,36738.0,110215.0,127909.0,8847.0,119062.0,6570.0,121339.0,1.67992
WLTW,0.7427644497566916,-80703.0,-2895.0,-53251.0,194141.0,123696.0,70445.0,166787.0,27354.0,1.07603
WM,1.978973407544828,-24342.0,23025.0,17297.0,129817.0,56260.0,73557.0,42293.0,87524.0,0.30049
WMT,1.993975039449154,-166827.0,281320.0,853157.0,1497659.0,322251.0,1175408.0,618268.0,879391.0,0.23706
WRK,6.048476762285972,-13686.0,171583.0,369732.0,460402.0,45335.0,415067.0,55135.0,405267.0,2.04766
WU,-2.4066797642436057,-8428.0,8361.0,2208.0,23342.0,10567.0,12775.0,16377.0,6965.0,1.23691
WY,1.4002732240437297,-10230.0,79965.0,328263.0,391193.0,31465.0,359728.0,151548.0,239645.0,1.95775
XEC,3.2867707477403485,-580.0,-6874.0,9346.0,36346.0,13500.0,22846.0,2700.0,33646.0,1.44417
XEL,-3.9786511402232065,-19769.0,23248.0,205770.0,280510.0,37370.0,243140.0,86776.0,193734.0,-0.02357
XLNX,0.9737098344693322,-10683.0,-840.0,-9473.0,32967.0,21220.0,11747.0,26512.0,6455.0,1.03629
XOM,1.7939336716629128,-112284.0,213515.0,1093518.0,1665338.0,285910.0,1379428.0,294118.0,1371220.0,0.53695
XRX,2.2439820481436072,-54752.0,28406.0,6827.0,158631.0,75902.0,82729.0,103710.0,54921.0,1.47422
XYL,4.475149515363981,-5286.0,65.0,-5501.0,5631.0,5566.0,65.0,5631.0,0,1.10064
YUM,-0.33827319587629745,-12855.0,39893.0,95763.0,161989.0,33113.0,128876.0,26313.0,135676.0,1.09947
ZBRA,3.7706691392366025,-17919.0,6820.0,-2806.0,39430.0,21118.0,18312.0,18366.0,21064.0,1.50314
ZION,6.588669950738918,-16530.0,50487.0,112338.0,201528.0,44595.0,156933.0,32690.0,168838.0,1.44427
ZTS,2.574416733708773,-9048.0,2597.0,20799.0,45389.0,12295.0,33094.0,17214.0,28175.0,0.62848
