candidate_last,candidate_first,donation_amount,candidate_won_lost,stock_ticker,stock_price_change,year,opening_price,closing_price,party,chamber,is_democrat,is_senate,is_president
 Shuster, Bill, 41950.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Hagan, Kay R, 26450.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, SENATE,1,1,0
 Boehner, John, 25000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Graham, Lindsey, 22000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, SENATE,0,1,0
 Durbin, Dick, 19550.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, SENATE,1,1,0
 McConnell, Mitch, 17250.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, SENATE,0,1,0
 Tillis, Thom, 16050.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, SENATE,0,1,0
 Cornyn, John, 12500.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, SENATE,0,1,0
 Cantor, Eric, 10000.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Williams, Roger, 9600.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Pastor, Ed, 9500.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 DeFazio, Peter, 9500.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Hoyer, Steny H, 9000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Veasey, Marc, 8750.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Collins, Susan M, 8500.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, SENATE,0,1,0
 Meehan, Patrick, 8000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Sinema, Kyrsten, 7750.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Cassidy, Bill, 7700.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Diaz-Balart, Mario, 7000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Granger, Kay, 7000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Ros-Lehtinen, Ileana, 7000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Sessions, Pete, 7000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Barton, Joe, 6500.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Pryor, Mark, 6000.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, SENATE,1,1,0
 Burgess, Michael, 6000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Lankford, James, 6000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Mica, John L, 6000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Marchant, Kenny, 6000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Rahall, Nick, 6000.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Johnson, Eddie Bernice, 6000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Graves, Sam, 6000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Rogers, Hal, 6000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Thornberry, Mac, 6000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Farenthold, Blake, 6000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Carter, John, 5500.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Hastings, Alcee L, 5500.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Hall, Ralph, 5500.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Udall, Mark, 5500.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, SENATE,1,1,0
 Schatz, Brian, 5250.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, SENATE,1,1,0
 Brady, Robert A, 5000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Johnson, Sam, 5000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Meeks, Gregory W, 5000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Larsen, Rick, 5000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Bustos, Cheri, 5000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 McCarthy, Kevin, 4500.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Begich, Mark, 4500.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, SENATE,1,1,0
 Nunes, Devin, 4500.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Davis, Rodney, 4500.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 McSally, Martha, 4350.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Michaud, Mike, 4000.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Southerland, Steve, 4000.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Latham, Tom, 4000.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Inhofe, James M, 4000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, SENATE,0,1,0
 Curbelo, Carlos, 4000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Schneider, Brad, 4000.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 McCaul, Michael, 4000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Hudson, Richard, 4000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Garcia, Joe, 3800.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Braley, Bruce, 3500.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 McHenry, Patrick, 3500.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Schock, Aaron, 3500.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Roberts, Pat, 3500.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, SENATE,0,1,0
 Roskam, Peter, 3250.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Lucas, Frank D, 3000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Denham, Jeff, 3000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Mullin, Markwayne, 3000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Scott, Tim, 3000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, SENATE,0,1,0
 Bachus, Spencer, 3000.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Kelly, Robin, 3000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Hanna, Richard, 3000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Long, Billy, 3000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Wagner, Ann L, 3000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Shaheen, Jeanne, 3000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, SENATE,1,1,0
 Quigley, Mike, 3000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Flores, Bill, 3000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Pittenger, Robert, 3000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Dingell, Debbie, 2600.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Cleaver, Emanuel, 2500.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Frankel, Lois J, 2500.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Beyer, Don, 2500.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Aderholt, Robert B, 2500.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Petri, Tom, 2500.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Clyburn, James E, 2500.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Brady, Kevin, 2500.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Booker, Cory, 2500.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, SENATE,1,1,0
 Naughton, Shaughnessy, 2500.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Ryan, Paul, 2500.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Camp, Dave, 2500.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Kirkpatrick, Ann, 2500.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Walsh, John, 2500.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, SENATE,1,1,0
 Larson, John B, 2000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Terry, Lee, 2000.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Goodlatte, Bob, 2000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Murphy, Patrick, 2000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Jeffries, Hakeem, 2000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Maloney, Sean Patrick, 2000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Thompson, Bennie G, 2000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Green, Gene, 2000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Neugebauer, Randy, 2000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Salmon, Matt, 2000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Culberson, John, 2000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Deutch, Ted, 2000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Grimm, Michael, 2000.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Marino, Tom, 2000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Byrne, Bradley, 2000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Gohmert, Louis B Jr, 2000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Webster, Daniel, 2000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Poe, Ted, 2000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Beatty, Joyce, 2000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Pompeo, Mike, 2000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Alexander, Lamar, 2000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, SENATE,0,1,0
 Conaway, Mike, 2000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Costa, Jim, 2000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Maffei, Dan, 2000.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Duncan, John J Jr, 2000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Sanchez, Loretta, 2000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Hensarling, Jeb, 2000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Cole, Tom, 2000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Wilson, Frederica, 2000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Markey, Ed, 2000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, SENATE,1,1,0
 Scalise, Steve, 2000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Fitzpatrick, Michael G, 2000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Radel, Trey, 2000.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Vernon, Monica, 1750.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Jolly, David, 1750.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Clay, William L Jr, 1600.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Carr, Joe, 1550.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, SENATE,0,1,0
 Bright, Lee, 1500.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, SENATE,0,1,0
 Kelly, Mike, 1500.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Gallego, Ruben, 1500.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Dold, Bob, 1450.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Delaney, John K, 1300.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 DeSantis, Ron, 1300.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Jackson Lee, Sheila, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Capito, Shelley Moore, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Pearce, Steve, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Coffman, Mike, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Cuellar, Henry, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Turner, Michael R, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Rodgers, Cathy McMorris, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Stivers, Steve, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Posey, Bill, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Costello, Ryan, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Valadao, David, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Nadler, Jerrold, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Pitts, Joe, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Fattah, Chaka, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Hinojosa, Ruben, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Ryan, Tim, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Barletta, Lou, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Guthrie, Brett, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Renacci, Jim, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Daines, Steven, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Wenstrup, Brad, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Horsford, Steven, 1000.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Rice, Tom, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Smith, Lamar, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Warner, Mark, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, SENATE,1,1,0
 Price, David, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Sanford, Mark, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Kingston, Jack, 1000.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Miller, Candice S, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 King, Steven A, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Dent, Charlie, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Lipinski, Daniel, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Huelskamp, Tim, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Reed, Tom, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Mulvaney, Mick, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Yoder, Kevin, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Yoho, Ted, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Castro, Joaquin, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Barber, Ron, 1000.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Brannon, Greg, 1000.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, SENATE,0,1,0
 Nunn, Michelle, 1000.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, SENATE,1,1,0
 Crowley, Joseph, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Davis, Danny K, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Young, Don, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Jenkins, Lynn, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Luetkemeyer, Blaine, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Richmond, Cedric, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Ellmers, Renee, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Gabbard, Tulsi, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Tisei, Richard, 1000.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Collins, Chris, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Moran, Jim, 1000.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Schweikert, David, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Udall, Tom, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, SENATE,1,1,0
 Waters, Maxine, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Calvert, Ken, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Loebsack, David, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Gibbs, Bob, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Cardenas, Tony, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Whitfield, Ed, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Butterfield, G K, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Weber, Randy, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 O'Rourke, Beto, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Gallego, Pete, 1000.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Perry, Scott, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Vela, Filemon, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Smith, Jason, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Adams, Alma, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Osborn, Shane, 1000.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, SENATE,0,1,0
 Foxx, Virginia, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Hunter, Duncan D, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Connolly, Gerry, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Kinzinger, Adam, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Brooks, Mo, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Hartzler, Vicky, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Bass, Karen, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Bridenstine, James, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Brown, Corrine, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Smith, Bob, 1000.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, SENATE,0,1,0
 Clarke, Yvette D, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Smith, Adrian, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Olson, Pete, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Fudge, Marcia L, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Boyle, Brendan, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Ratcliffe, John Lee, 1000.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Pierson, Katrina, 850.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Innis, Dan, 750.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Mowrer, Jim, 750.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Appel, Staci, 750.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Bock, Joe, 550.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Brown, Scott, 550.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, SENATE,0,1,0
 Griffith, Morgan, 500.0, 1, AAL, -1.3541909876254863, 2014, 42.83, 42.25, R, HOUSE,0,0,0
 Busch, Elizabeth Colbert, 500.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
 Moore, Rodney, 500.0, 0, AAL, -1.3541909876254863, 2014, 42.83, 42.25, D, HOUSE,1,0,0
