PERMNO,betav,year,TICKER
89617,0.3746,2018,EQIX
89626,0.45652,2018,CME
89641,1.18423,2018,STX
89866,0.76159,2018,LKQ
90319,1.21953,2018,GOOGL
90441,0.49652,2018,FOXA
90442,0.52221,2018,FOX
90454,0.29207,2018,MKTX
90601,0.6671,2018,NDAQ
90805,0.93456,2018,DISCA
90808,0.68895,2018,EXPE
91063,0.66652,2018,VIAB
91391,1.61084,2018,WIN
91556,0.83391,2018,ROST
91611,0.97042,2018,FSLR
91668,1.39016,2018,IPGP
91937,0.67375,2018,TMUS
92322,0.54019,2018,ULTA
92778,0.89454,2018,DISCK
93002,0.95948,2018,AVGO
93089,0.78999,2018,VRSK
93132,1.16201,2018,FTNT
93429,0.88061,2018,CBOE
10104,1.17548,2018,ORCL
10145,1.07898,2018,HON
10516,0.8148,2018,ADM
11308,0.75379,2018,KO
11404,0.27853,2018,ED
11674,0.25823,2018,DTE
11762,1.23217,2018,ETN
11850,1.18261,2018,XOM
11891,1.47659,2018,MGM
11955,0.776,2018,WM
12052,1.25351,2018,GD
12060,0.76701,2018,GE
12062,0.80712,2018,LH
12076,1.73267,2018,SIG
12345,1.25888,2018,LYB
12369,1.12841,2018,GM
12431,1.11626,2018,IR
12448,0.75932,2018,FRC
12449,0.99662,2018,FLT
12490,1.06799,2018,IBM
12542,1.00933,2018,NLSN
12558,0.91948,2018,KMI
12570,1.44487,2018,ITT
12622,1.01721,2018,HCA
12623,1.1708,2018,HII
12650,1.04072,2018,KSU
12872,1.13524,2018,MPC
12981,1.10854,2018,FBHS
13035,1.21342,2018,XYL
13103,1.1412,2018,APTV
13141,1.67245,2018,WPX
13142,0.77641,2018,KORS
13356,0.9903,2018,PSX
13447,1.39927,2018,NOW
13584,0.88004,2018,SUN
13586,1.1123,2018,PNR
13688,1.19054,2018,PCG
13721,1.31226,2018,ABBV
13760,1.17839,2018,NCLH
13788,1.14809,2018,ZTS
13901,0.84677,2018,MO
13911,1.30281,2018,IQV
13928,1.10796,2018,COP
13936,1.0893,2018,PVH
13983,1.13545,2018,COTY
14011,2.02679,2018,MNK
14040,0.79062,2018,S
14213,0.93204,2018,MMI
14277,1.25003,2018,SLB
14295,0.98006,2018,TWTR
14297,1.07416,2018,ALLE
14338,0.94942,2018,HLT
14541,1.15935,2018,CVX
14579,1.41977,2018,PAYC
14714,1.55511,2018,ANET
14776,0.97919,2018,SYF
14889,1.06334,2018,CFG
14939,1.2011,2018,KEYS
15069,1.63614,2018,MRO
15202,1.16646,2018,VMC
15331,1.29353,2018,IGT
15456,0.61453,2018,FL
15707,1.41637,2018,HPE
15720,0.67408,2018,EIX
15980,1.38473,2018,UA
16048,0.64474,2018,CCEP
16538,1.16597,2018,FTI
16600,0.55805,2018,HSY
16678,0.6582,2018,KR
16851,1.40156,2018,DWDP
17005,1.36532,2018,CVS
17023,1.46115,2018,SE
17040,0.90638,2018,DLPH
17144,0.54877,2018,GIS
17478,1.1148,2018,SPGI
17677,0.34193,2018,BH
17743,0.79567,2018,WRB
17750,0.6589,2018,KMB
17830,1.02074,2018,UTX
18163,0.66214,2018,PG
18403,0.77987,2018,JCP
18411,0.26252,2018,SO
18542,1.78773,2018,CAT
18729,0.68343,2018,CL
19166,1.26016,2018,FMC
19350,1.30264,2018,DE
19393,0.81225,2018,BMY
19561,1.35257,2018,BA
20415,1.3297,2018,JEF
20482,1.17008,2018,ABT
21178,1.06447,2018,LMT
21186,1.36459,2018,WRK
21207,0.47084,2018,NEM
21371,1.24091,2018,CAH
21573,1.0983,2018,IP
21776,0.27556,2018,EXC
21792,0.44875,2018,CNP
21936,0.93479,2018,PFE
22103,1.24405,2018,EMR
22111,0.97312,2018,JNJ
22293,1.40846,2018,GLW
22509,0.96372,2018,PPG
22517,0.41355,2018,PPL
22592,1.42796,2018,MMM
22752,0.96704,2018,MRK
22779,0.94224,2018,MSI
23026,0.46875,2018,FE
23085,0.46863,2018,SCG
23229,0.26271,2018,CMS
23393,0.71818,2018,CHD
23536,0.23426,2018,WEC
23579,1.25716,2018,TXT
23712,0.34573,2018,PEG
23819,1.32569,2018,HAL
24010,0.35168,2018,ETR
24053,0.1053,2018,EVRG
24109,0.25416,2018,AEP
24205,0.31691,2018,NEE
24328,1.40737,2018,EQT
24459,1.72419,2018,PBI
24643,1.83102,2018,ARNC
24766,0.98922,2018,NOC
24942,1.06887,2018,RTN
24985,0.28896,2018,AEE
25081,0.98794,2018,CMA
25232,1.02665,2018,OKE
25320,0.49669,2018,CPB
25419,0.98606,2018,WHR
25582,0.97711,2018,HRS
25785,0.7163,2018,F
25953,1.21763,2018,DOV
26403,0.88055,2018,DIS
26607,0.51502,2018,BH
26710,1.08649,2018,L
26825,0.51528,2018,K
27043,1.15027,2018,VAR
27422,1.10984,2018,CLF
27633,1.19047,2018,R
27828,1.38008,2018,HPQ
27887,0.87215,2018,BAX
27959,0.21587,2018,DUK
27983,1.46893,2018,XRX
27991,0.2803,2018,PNW
28222,0.99081,2018,APD
28345,1.34777,2018,MUR
28388,0.63987,2018,VNO
28484,1.81314,2018,HES
28804,0.81029,2018,ALK
29102,1.85021,2018,NBR
30681,0.80065,2018,OMC
30940,1.72484,2018,FLS
32707,1.39365,2018,HP
32803,1.21907,2018,HFC
32870,0.52145,2018,HRL
32986,0.31812,2018,ATO
34032,0.9461,2018,MAS
34817,1.11356,2018,NUE
34833,0.99923,2018,OXY
35044,1.08058,2018,RF
35554,0.83521,2018,MTB
36003,1.24061,2018,ROL
36397,0.83391,2018,FHN
36468,1.03798,2018,SHW
37584,1.2289,2018,BEN
38093,0.88401,2018,AJG
38156,1.07205,2018,WMB
38682,2.16351,2018,RRD
38703,1.06695,2018,WFC
38762,0.26087,2018,NI
39490,1.52422,2018,APA
39642,1.14675,2018,BDX
39917,0.92643,2018,WY
40125,1.33771,2018,DXC
40272,0.82337,2018,IFF
40416,1.7944,2018,AVP
40539,0.86235,2018,TJX
41080,1.28089,2018,CMI
41355,1.40911,2018,PH
42200,1.48311,2018,PKI
42585,0.52574,2018,SJM
43123,1.52492,2018,ATI
43350,1.23392,2018,SWK
43449,0.6014,2018,MCD
43553,0.96292,2018,VFC
43772,0.70907,2018,BMS
44206,0.43041,2018,ES
44329,1.14077,2018,TFX
44601,1.24263,2018,AVY
45356,1.16406,2018,JCI
45495,2.06239,2018,RDC
45751,0.88449,2018,MMC
46392,0.50723,2018,ITG
46578,0.75358,2018,CLX
46674,0.82718,2018,GPC
46703,0.76176,2018,HST
47896,1.17105,2018,JPM
47941,1.27817,2018,TGNA
48506,1.27269,2018,MCO
48653,1.0627,2018,HUM
48725,1.1677,2018,UNP
49015,1.47834,2018,LNC
49154,0.96165,2018,TGT
49373,1.08483,2018,HRB
49656,1.02765,2018,BK
49680,1.05053,2018,DHR
50017,1.33862,2018,RRC
50286,0.69924,2018,LEE
50876,0.97785,2018,LLY
51369,1.28294,2018,TER
51692,3.02286,2018,PIR
52038,0.73175,2018,SYY
52090,0.84656,2018,MKC
52230,1.20166,2018,RHI
52329,1.45614,2018,JEC
52337,1.41661,2018,THC
52476,1.18106,2018,EFX
52695,0.96435,2018,GWW
52708,0.79285,2018,LEN
53065,1.14642,2018,IPG
53225,0.70164,2018,GHC
54148,0.66776,2018,PHM
55976,0.73596,2018,WMT
56274,1.00007,2018,CAG
56573,1.05405,2018,ITW
57568,0.99631,2018,BLL
57665,0.91295,2018,NKE
57817,0.82614,2018,JWN
57904,0.88249,2018,AFL
58413,0.57747,2018,FRT
58683,1.02837,2018,LUV
58819,0.33305,2018,LNT
59010,0.72643,2018,GPS
59176,1.19841,2018,AXP
59248,1.20946,2018,TAP
59300,0.4974,2018,UDR
59408,1.19043,2018,BAC
59459,0.99259,2018,TRV
60097,0.94976,2018,MDT
60206,1.01528,2018,SNA
60442,1.02649,2018,PNC
60599,1.55202,2018,CTL
60628,1.4079,2018,FDX
60943,0.93689,2018,LEG
60986,0.94826,2018,NWL
61399,1.06845,2018,LOW
61735,0.97308,2018,AON
61815,1.49091,2018,NBL
62092,1.28989,2018,TMO
62308,1.04053,2018,TMK
63765,1.41065,2018,SWN
64186,0.93599,2018,CI
64282,0.9975,2018,LB
64311,1.25985,2018,NSC
64390,0.95706,2018,PGR
64653,0.20713,2018,PSA
64936,0.16665,2018,D
64995,1.06438,2018,KEY
65330,1.18458,2018,LM
65402,1.13338,2018,AOS
65541,1.08471,2018,COO
65875,0.57914,2018,VZ
66093,0.88643,2018,T
66157,0.92776,2018,USB
66181,1.11043,2018,HD
66800,1.00693,2018,AIG
67467,1.20044,2018,BIG
67598,0.34531,2018,HCP
68144,0.98559,2018,STI
69032,1.35595,2018,MS
69649,1.38688,2018,RJF
69796,0.7103,2018,STZ
70033,1.22833,2018,HOG
70332,1.21044,2018,APC
70519,1.29682,2018,C
70578,0.94288,2018,ECL
71175,1.299,2018,UNM
71563,0.89228,2018,BBT
72726,1.2703,2018,STT
73139,1.10672,2018,SYK
75034,1.15529,2018,BHGE
75100,0.93802,2018,TIF
75104,1.13398,2018,CBS
75154,0.91976,2018,CCL
75186,1.26809,2018,SCHW
75241,1.25272,2018,PXD
75341,0.51339,2018,DRE
75591,1.19807,2018,IEX
75819,0.27552,2018,VTR
75825,1.20786,2018,EOG
76082,0.74005,2018,COG
76226,1.13225,2018,CBS
76282,0.58166,2018,AN
76605,0.39916,2018,AZO
76639,0.99266,2018,TSS
76644,1.33451,2018,X
76708,0.99921,2018,ATGE
76712,0.79717,2018,AES
77129,0.63907,2018,KIM
77157,1.22239,2018,OI
77182,1.83567,2018,PRGO
77338,1.16081,2018,ROP
77462,0.82543,2018,M
77496,0.81769,2018,MHK
77605,1.32009,2018,BSX
77606,0.71937,2018,KSS
77649,1.0907,2018,STE
77661,0.83303,2018,DHI
77730,0.67031,2018,TSN
78038,1.06742,2018,RDN
78877,2.13147,2018,CHK
78916,1.13976,2018,AGN
79057,0.92265,2018,CB
79094,0.92339,2018,JBL
79129,0.66202,2018,BPR
79145,1.14169,2018,RCL
79237,1.95307,2018,RIG
79323,0.85275,2018,ALL
79545,1.11562,2018,BWA
79547,0.52075,2018,EQR
79637,0.9581,2018,UHS
79698,1.29451,2018,IT
79782,0.50226,2018,REG
79785,0.69074,2018,NVR
79915,1.58106,2018,NFX
80080,1.16139,2018,EMN
80100,0.48701,2018,SPG
80183,0.44356,2018,MAA
80191,1.38536,2018,ALB
80204,1.07851,2018,MLM
80381,0.48957,2018,AVB
80399,0.66621,2018,MAC
80681,0.40086,2018,ESS
80711,0.53796,2018,AIV
81045,0.45608,2018,O
81055,1.25423,2018,COF
81061,1.12901,2018,MCK
81540,1.28299,2018,ABC
81655,0.70942,2018,DRI
81675,0.36596,2018,LSI
81677,1.26336,2018,WAB
81736,1.11862,2018,RMD
81774,1.55926,2018,FCX
81910,1.24369,2018,IVZ
82196,2.52143,2018,DNR
82298,1.77093,2018,DO
82303,0.65607,2018,RE
82307,1.36141,2018,DVA
82621,1.48026,2018,MLSS
82642,1.04199,2018,EL
82651,1.21055,2018,WAT
82775,0.85624,2018,HIG
83143,0.68129,2018,IRM
83421,0.419,2018,DF
83976,1.2931,2018,ANF
84032,1.29281,2018,NOV
84373,0.7927,2018,DGX
84381,1.30714,2018,ROK
84387,0.4769,2018,CMT
84767,0.59444,2018,ARE
84769,1.13314,2018,APH
85058,0.78359,2018,BXP
85072,0.94374,2018,RL
85257,1.25612,2018,AME
85265,0.72973,2018,SLG
85269,1.08966,2018,VLO
85348,0.80389,2018,YUM
85592,0.74341,2018,PLD
85593,1.18284,2018,AMG
85621,1.3928,2018,MTD
85663,1.71623,2018,URI
85792,1.39315,2018,PWR
85914,1.22291,2018,BBY
85926,0.94476,2018,SEE
85939,1.19489,2018,RLH
86021,1.15209,2018,LLL
86102,0.68811,2018,FII
86111,0.50549,2018,AMT
86136,0.42716,2018,SRE
86228,0.68307,2018,RSG
86339,0.65198,2018,CCI
86799,1.20675,2018,CNX
86868,1.39081,2018,GS
86979,1.14815,2018,JNPR
87137,1.5233,2018,DVN
87184,0.78135,2018,RHT
87267,1.26907,2018,BLK
87432,1.29343,2018,A
87447,1.19058,2018,UPS
87541,1.24305,2018,PKG
87657,1.05663,2018,EW
87842,1.28334,2018,MET
88590,0.56279,2018,DNB
88661,0.97324,2018,TPR
88853,1.66719,2018,FLR
88873,1.22351,2018,GPN
89002,1.23621,2018,ADS
89003,0.99847,2018,FIS
89070,1.06946,2018,ZBH
89071,1.29939,2018,ACN
89155,0.7872,2018,MKC
89179,1.00581,2018,ANTM
89216,1.26022,2018,AYI
89217,0.67637,2018,AAP
89258,1.33151,2018,PRU
89269,1.10472,2018,CNC
89301,0.61157,2018,GME
89508,0.87874,2018,KMX
89509,1.35561,2018,XEC
89731,0.85749,2018,LEN
90038,0.89318,2018,AIZ
90071,0.83717,2018,NRG
90162,1.00376,2018,GNW
90199,1.12946,2018,CBRE
90215,1.37752,2018,CRM
90272,0.76123,2018,WCG
90305,0.41927,2018,EXR
90373,0.68394,2018,DLR
90386,1.35145,2018,MOS
90505,1.09394,2018,LVS
90520,1.04673,2018,CE
90537,2.55334,2018,NE
90829,1.28496,2018,CF
90880,1.48018,2018,AMP
90979,1.40215,2018,UAA
90993,0.87308,2018,ICE
91041,1.22614,2018,LYV
91068,1.1502,2018,CMG
91103,0.86753,2018,UAL
91152,1.2618,2018,TDG
91233,1.19717,2018,MA
91392,1.24808,2018,WYND
91416,1.04317,2018,HBI
91461,0.82829,2018,WU
91547,1.13225,2018,LDOS
91849,0.90877,2018,BR
91926,0.88998,2018,DAL
92121,1.22148,2018,DFS
92157,0.98333,2018,TEL
92239,1.30966,2018,CXO
92293,0.96522,2018,TDC
92402,1.2778,2018,MSCI
92602,0.93121,2018,PM
92611,1.16694,2018,V
92614,0.43037,2018,AWK
92655,1.24304,2018,UNH
93096,0.70161,2018,DG
93159,2.31663,2018,ESV
93422,1.9245,2018,QEP
