candidate_last,candidate_first,donation_amount,candidate_won_lost,stock_ticker,stock_price_change,year,opening_price,closing_price,party,chamber,is_democrat,is_senate,is_president
 Hensarling, Jeb, 4000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Neugebauer, Randy, 3500.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Aderholt, Robert B, 3500.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Kinzinger, Adam, 3250.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Schultz, Debbie Wasserman, 3000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Luetkemeyer, Blaine, 3000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 King, Pete, 3000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 McCaul, Michael, 3000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Veasey, Marc, 3000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Lucas, Frank D, 3000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Inhofe, James M, 3000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, SENATE,0,1,0
 Cassidy, Bill, 3000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Quigley, Mike, 3000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Miller, Gary, 3000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Clay, William L Jr, 3000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Andrews, Robert E, 3000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Rogers, Hal, 3000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Cole, Tom, 3000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Rogers, Mike D, 3000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Costa, Jim, 3000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Southerland, Steve, 3000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Braley, Bruce, 3000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Hastings, Alcee L, 3000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Foxx, Virginia, 2500.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 McCarthy, Kevin, 2500.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Bucshon, Larry, 2500.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Salmon, Matt, 2500.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Gosar, Paul, 2500.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Hudson, Richard, 2500.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Schock, Aaron, 2500.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Begich, Mark, 2500.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, SENATE,1,1,0
 Flores, Bill, 2500.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Mulvaney, Mick, 2500.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Roskam, Peter, 2200.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Clyburn, James E, 2000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Barletta, Lou, 2000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Tonko, Paul, 2000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Capito, Shelley Moore, 2000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Conaway, Mike, 2000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Wilson, Frederica, 2000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Bass, Karen, 2000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Price, David, 2000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Israel, Steve, 2000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Marino, Tom, 2000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Crowley, Joseph, 2000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Ross, Dennis, 2000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Green, Gene, 2000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Poe, Ted, 2000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Grimm, Michael, 2000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Coffman, Mike, 2000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Cleaver, Emanuel, 2000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Hultgren, Randy, 2000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Brady, Kevin, 2000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Camp, Dave, 2000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Sanchez, Loretta, 2000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Denham, Jeff, 2000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Bachmann, Michele, 1750.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Guthrie, Brett, 1500.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Ryan, Paul, 1250.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Pittenger, Robert, 1250.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Kingston, Jack, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Young, Don, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Culberson, John, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Murphy, Tim, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Crawford, Rick, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Reed, Tom, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Welch, Peter, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Larson, John B, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Thompson, Bennie G, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Davis, Danny K, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Pryor, Mark, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, SENATE,1,1,0
 Gohmert, Louis B Jr, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Dent, Charlie, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Gowdy, Trey, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Brown, Corrine, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Farr, Sam, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Webster, Daniel, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 McHenry, Patrick, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Bilirakis, Gus, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Smith, Adrian, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Hunter, Duncan D, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Connolly, Gerry, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Black, Diane, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Watt, Melvin L, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Scalise, Steve, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Becerra, Xavier, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Clarke, Yvette D, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Lipinski, Daniel, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Hagan, Kay R, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, SENATE,1,1,0
 Moran, Jim, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Whitfield, Ed, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Terry, Lee, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Gerlach, Jim, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Olson, Pete, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Owens, Bill, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Bonner, Jo, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Westmoreland, Lynn A, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Carney, John, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Sinema, Kyrsten, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Nadler, Jerrold, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Fattah, Chaka, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Coble, Howard, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Cornyn, John, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, SENATE,0,1,0
 Levin, Sander, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Jackson Lee, Sheila, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Larsen, Rick, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Hanabusa, Colleen, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Buchanan, Vernon, 1000.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Foster, Bill, 650.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Engel, Eliot L, 500.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Gibbs, Bob, 500.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Bongino, Dan, 500.0, 0, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, SENATE,0,1,0
 Cotton, Tom, 500.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Young, C W Bill, 400.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Franks, Trent, 300.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Issa, Darrell, 250.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Bustos, Cheri, 250.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Delaney, John K, 250.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Rothfus, Keith J, 200.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, R, HOUSE,0,0,0
 Murphy, Patrick, 200.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Schneider, Brad, 200.0, 1, AAL, -0.15860428231562196, 2012, 12.61, 12.59, D, HOUSE,1,0,0
 Boehner, John, 33500.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, R, HOUSE,0,0,0
 Capito, Shelley Moore, 15500.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, R, HOUSE,0,0,0
 Obama, Barack, 9756.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, D, PRES,1,0,1
 Schneider, Brad, 7500.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, D, HOUSE,1,0,0
 Matheson, Jim, 6500.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, D, HOUSE,1,0,0
 Bachus, Spencer, 6000.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, R, HOUSE,0,0,0
 Royce, Ed, 6000.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, R, HOUSE,0,0,0
 Hensarling, Jeb, 5000.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, R, HOUSE,0,0,0
 McCarthy, Carolyn, 5000.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, D, HOUSE,1,0,0
 Himes, Jim, 5000.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, D, HOUSE,1,0,0
 Hagan, Kay R, 4500.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, D, SENATE,1,1,0
 Carney, John, 4000.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, D, HOUSE,1,0,0
 Stivers, Steve, 4000.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, R, HOUSE,0,0,0
 McHenry, Patrick, 3500.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, R, HOUSE,0,0,0
 Warner, Mark, 3500.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, D, SENATE,1,1,0
 Crowley, Joseph, 3000.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, D, HOUSE,1,0,0
 Fitzpatrick, Michael G, 3000.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, R, HOUSE,0,0,0
 Chaffetz, Jason, 3000.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, R, HOUSE,0,0,0
 Velazquez, Nydia M, 3000.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, D, HOUSE,1,0,0
 Neugebauer, Randy, 3000.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, R, HOUSE,0,0,0
 Runyan, Jon, 2750.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, R, HOUSE,0,0,0
 Bustos, Cheri, 2500.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, D, HOUSE,1,0,0
 Enyart, William, 2500.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, D, HOUSE,1,0,0
 Davis, Danny K, 2000.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, D, HOUSE,1,0,0
 Luetkemeyer, Blaine, 2000.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, R, HOUSE,0,0,0
 Renacci, Jim, 2000.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, R, HOUSE,0,0,0
 Moore, Gwen, 1305.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, D, HOUSE,1,0,0
 Watt, Melvin L, 1000.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, D, HOUSE,1,0,0
 Duffy, Sean P, 1000.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, R, HOUSE,0,0,0
 Cantor, Eric, 1000.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, R, HOUSE,0,0,0
 Peters, Gary, 1000.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, D, HOUSE,1,0,0
 Meeks, Gregory W, 1000.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, D, HOUSE,1,0,0
 Merkley, Jeff, 1000.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, D, SENATE,1,1,0
 Posey, Bill, 1000.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, R, HOUSE,0,0,0
 Garrett, Scott, 1000.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, R, HOUSE,0,0,0
 Campbell, John, 1000.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, R, HOUSE,0,0,0
 Pocan, Mark, 1000.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, D, HOUSE,1,0,0
 Goodlatte, Bob, 1000.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, R, HOUSE,0,0,0
 Schock, Aaron, 1000.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, R, HOUSE,0,0,0
 Duckworth, Tammy, 200.0, 1, DFS, 0.544824170381375, 2012, 40.38, 40.6, D, HOUSE,1,0,0
 Maloney, Sean Patrick, 3000.0, 1, ALGN, -2.726240060583109, 2012, 26.41, 25.69, D, HOUSE,1,0,0
 Obama, Barack, 57303.0, 1, AON, 0.6165004533091718, 2012, 55.15, 55.49, D, PRES,1,0,1
 Duckworth, Tammy, 6250.0, 1, AON, 0.6165004533091718, 2012, 55.15, 55.49, D, HOUSE,1,0,0
 Schock, Aaron, 6000.0, 1, AON, 0.6165004533091718, 2012, 55.15, 55.49, R, HOUSE,0,0,0
 Brady, Kevin, 6000.0, 1, AON, 0.6165004533091718, 2012, 55.15, 55.49, R, HOUSE,0,0,0
 Crowley, Joseph, 5000.0, 1, AON, 0.6165004533091718, 2012, 55.15, 55.49, D, HOUSE,1,0,0
 Fitzpatrick, Michael G, 5000.0, 1, AON, 0.6165004533091718, 2012, 55.15, 55.49, R, HOUSE,0,0,0
 Kinzinger, Adam, 5000.0, 1, AON, 0.6165004533091718, 2012, 55.15, 55.49, R, HOUSE,0,0,0
 Roskam, Peter, 5000.0, 1, AON, 0.6165004533091718, 2012, 55.15, 55.49, R, HOUSE,0,0,0
 Price, Tom, 3500.0, 1, AON, 0.6165004533091718, 2012, 55.15, 55.49, R, HOUSE,0,0,0
 Nunes, Devin, 2500.0, 1, AON, 0.6165004533091718, 2012, 55.15, 55.49, R, HOUSE,0,0,0
 Schneider, Brad, 2500.0, 1, AON, 0.6165004533091718, 2012, 55.15, 55.49, D, HOUSE,1,0,0
 Royce, Ed, 2500.0, 1, AON, 0.6165004533091718, 2012, 55.15, 55.49, R, HOUSE,0,0,0
 Griffin, Tim, 2500.0, 1, AON, 0.6165004533091718, 2012, 55.15, 55.49, R, HOUSE,0,0,0
 Hutchinson, Toi, 2500.0, 0, AON, 0.6165004533091718, 2012, 55.15, 55.49, D, HOUSE,1,0,0
 Alexander, Lamar, 2500.0, 1, AON, 0.6165004533091718, 2012, 55.15, 55.49, R, SENATE,0,1,0
 Castor, Kathy, 2000.0, 1, AON, 0.6165004533091718, 2012, 55.15, 55.49, D, HOUSE,1,0,0
 Yoder, Kevin, 1750.0, 1, AON, 0.6165004533091718, 2012, 55.15, 55.49, R, HOUSE,0,0,0
 Kind, Ron, 1500.0, 1, AON, 0.6165004533091718, 2012, 55.15, 55.49, D, HOUSE,1,0,0
 Rogers, Mike, 1500.0, 1, AON, 0.6165004533091718, 2012, 55.15, 55.49, R, HOUSE,0,0,0
 Lee, Barbara, 1000.0, 1, AON, 0.6165004533091718, 2012, 55.15, 55.49, D, HOUSE,1,0,0
 Davis, Rodney, 1000.0, 1, AON, 0.6165004533091718, 2012, 55.15, 55.49, R, HOUSE,0,0,0
 Boehner, John, 1000.0, 1, AON, 0.6165004533091718, 2012, 55.15, 55.49, R, HOUSE,0,0,0
 Himes, Jim, 1000.0, 1, AON, 0.6165004533091718, 2012, 55.15, 55.49, D, HOUSE,1,0,0
 Warner, Mark, 1000.0, 1, AON, 0.6165004533091718, 2012, 55.15, 55.49, D, SENATE,1,1,0
 Peters, Gary, 1000.0, 1, AON, 0.6165004533091718, 2012, 55.15, 55.49, D, HOUSE,1,0,0
 Paulsen, Erik, 1000.0, 1, AON, 0.6165004533091718, 2012, 55.15, 55.49, R, HOUSE,0,0,0
